tok	sentstart	reported_conf	reported_pred
gezogener	no	0.8124315142631531	x
Nase	no	0.8187341690063477	x
.	no	0.9878273606300354	x
Das	yes	0.6835658550262451	x
schiefe	no	0.6559966206550598	x
Maul	no	0.5748383402824402	x
verzieht	no	0.7880129814147949	x
sich	no	0.8995286822319031	x
oft	no	0.8887250423431396	x
zum	no	0.9171368479728699	x
hämischen	no	0.8519145846366882	x
Lachen	no	0.8311196565628052	x
;	no	0.9995723366737366	x
dann	no	0.8997582197189331	x
werden	no	0.9233108758926392	x
auf	no	0.9604447484016418	x
den	no	0.9647403359413147	x
Backen	no	0.9798999428749084	x
ein	no	0.9862269759178162	x
paar	no	0.9915807843208313	x
dunkelrote	no	0.9853336811065674	x
Flecke	no	0.9869160652160645	x
sichtbar	no	0.9309539198875427	x
,	no	0.9999780654907227	x
und	no	0.9456747770309448	x
ein	no	0.9563106894493103	x
seltsam	no	0.9380457401275635	x
zischender	no	0.9424512982368469	x
Ton	no	0.9102560877799988	x
fährt	no	0.9623605012893677	x
durch	no	0.9765827059745789	x
die	no	0.9755771160125732	x
zusammengekniffenen	no	0.9768755435943604	x
Zähne	no	0.979389488697052	x
.	no	0.9602534770965576	x
Coppelius	yes	0.9667393565177917	x
erschien	no	0.9864346981048584	x
immer	no	0.9869197010993958	x
in	no	0.9925409555435181	x
einem	no	0.9885468482971191	x
altmodisch	no	0.9829337000846863	x
zugeschnittenen	no	0.9859132170677185	x
aschgrauen	no	0.9860100746154785	x
Rocke	no	0.9877569675445557	x
,	no	0.9851371049880981	x
ebensolcher	no	0.9844264388084412	x
Weste	no	0.9851972460746765	x
und	no	0.9927690029144287	x
gleichen	no	0.9786328673362732	x
Beinkleidern	no	0.9448441863059998	x
,	no	0.9995449185371399	x
aber	no	0.955503523349762	x
dazu	no	0.9599644541740417	x
schwarze	no	0.969841718673706	x
Strümpfe	no	0.9711936116218567	x
und	no	0.986229658126831	x
Schuhe	no	0.9878358244895935	x
mit	no	0.9907429814338684	x
kleinen	no	0.9873020648956299	x
Steinschnallen	no	0.9872280359268188	x
.	no	0.9982788562774658	x
Die	yes	0.9511865973472595	x
kleine	no	0.966966986656189	x
Perücke	no	0.971555769443512	x
reichte	no	0.9877375364303589	x
kaum	no	0.989801824092865	x
bis	no	0.9903212189674377	x
über	no	0.9885552525520325	x
den	no	0.985137939453125	x
Kopfwirbel	no	0.9857608675956726	x
heraus	no	0.9423993825912476	x
,	no	0.9999442100524902	x
die	no	0.9591258764266968	x
Kleblocken	no	0.9561294913291931	x
standen	no	0.9768043160438538	x
hoch	no	0.9807048439979553	x
über	no	0.9873983860015869	x
den	no	0.9853286147117615	x
großen	no	0.9858106374740601	x
roten	no	0.9846082329750061	x
Ohren	no	0.941253125667572	x
,	no	0.9999165534973145	x
und	no	0.9597946405410767	x
ein	no	0.9754823446273804	x
breiter	no	0.9766744375228882	x
verschlossener	no	0.9769951105117798	x
Haarbeutel	no	0.9779216647148132	x
starrte	no	0.9898011088371277	x
von	no	0.9897170066833496	x
dem	no	0.9869325757026672	x
Nacken	no	0.9867201447486877	x
weg	no	0.9574634432792664	x
,	no	0.9998739957809448	x
so	no	0.9445088505744934	x
daß	no	0.9502549171447754	x
man	no	0.9376788139343262	x
die	no	0.9500958323478699	x
silberne	no	0.9492738842964172	x
Schnalle	no	0.9513610601425171	x
sah	no	0.964205801486969	x
,	no	0.9965192079544067	x
die	no	0.9785301089286804	x
die	no	0.9777930974960327	x
gefältelte	no	0.9770243763923645	x
Halsbinde	no	0.9759306311607361	x
schloß	no	0.9855088591575623	x
.	no	0.9668799638748169	x
Die	yes	0.9892339706420898	x
ganze	no	0.9846606850624084	x
Figur	no	0.986019492149353	x
war	no	0.9963369369506836	x
überhaupt	no	0.9846252202987671	x
widrig	no	0.9831078052520752	x
und	no	0.9911282062530518	x
abscheulich	no	0.8881861567497253	x
;	no	0.9999666213989258	x
aber	no	0.912757933139801	x
vor	no	0.8989832997322083	x
allem	no	0.9437100291252136	x
waren	no	0.9786052107810974	x
uns	no	0.9650751352310181	x
Kindern	no	0.9644424915313721	x
seine	no	0.9467146992683411	x
großen	no	0.9517375230789185	x
knotichten	no	0.9505236744880676	x
,	no	0.9719296097755432	x
haarichten	no	0.9655169248580933	x
Fäuste	no	0.9611204266548157	x
zuwider	no	0.8475863337516785	x
,	no	0.9998472929000854	x
so	no	0.924696683883667	x
daß	no	0.9220567941665649	x
wir	no	0.8871573805809021	x
,	no	0.9900153279304504	x
was	no	0.9285068511962891	x
er	no	0.8984308242797852	x
damit	no	0.8932350277900696	x
berührte	no	0.8278768062591553	x
,	no	0.9854072332382202	x
nicht	no	0.9579323530197144	x
mehr	no	0.9627847671508789	x
mochten	no	0.9704084992408752	x
.	no	0.9857101440429688	x
Das	yes	0.7937456965446472	x
hatte	no	0.6168702840805054	x
er	no	0.5375227332115173	x
bemerkt	no	0.7877791523933411	x
,	no	0.9992994070053101	x
und	no	0.9146838784217834	x
nun	no	0.9240351319313049	x
war	no	0.9812551736831665	x
es	no	0.9909969568252563	x
seine	no	0.9870174527168274	x
Freude	no	0.9868078827857971	x
,	no	0.9990965127944946	x
irgendein	no	0.9576289057731628	x
Stückchen	no	0.9582424759864807	x
Kuchen	no	0.9597012996673584	x
oder	no	0.9753981232643127	x
eine	no	0.9759761691093445	x
süße	no	0.9747257828712463	x
Frucht	no	0.9699474573135376	x
,	no	0.9972907900810242	x
die	no	0.951696515083313	x
uns	no	0.9444135427474976	x
die	no	0.9217252731323242	x
gute	no	0.9148727059364319	x
Mutter	no	0.9038503766059875	x
heimlich	no	0.9046884775161743	x
auf	no	0.9284478425979614	x
den	no	0.9319680333137512	x
Teller	no	0.9204348921775818	x
gelegt	no	0.848273515701294	x
,	no	0.9939098358154297	x
unter	no	0.9694361686706543	x
diesem	no	0.9649258255958557	x
oder	no	0.9661345481872559	x
jenem	no	0.961446225643158	x
Vorwande	no	0.9091615080833435	x
zu	no	0.9343772530555725	x
berühren	no	0.8113178014755249	x
,	no	0.9995332956314087	x
daß	no	0.8992040753364563	x
wir	no	0.8227710723876953	x
,	no	0.9769431352615356	x
helle	no	0.9515929818153381	x
Tränen	no	0.9614444971084595	x
in	no	0.9618702530860901	x
den	no	0.9507358074188232	x
Augen	no	0.9172139763832092	x
,	no	0.9946053624153137	x
die	no	0.9598753452301025	x
Näscherei	no	0.946845293045044	x
,	no	0.9927680492401123	x
der	no	0.935077965259552	x
wir	no	0.9201456308364868	x
uns	no	0.9031236171722412	x
erfreuen	no	0.9008455276489258	x
sollten	no	0.7282863855361938	x
,	no	0.9790674448013306	x
nicht	no	0.9616402387619019	x
mehr	no	0.965518057346344	x
genießen	no	0.9745930433273315	x
mochten	no	0.970902681350708	x
vor	no	0.981663167476654	x
Ekel	no	0.9766495227813721	x
und	no	0.9779054522514343	x
Abscheu	no	0.951837956905365	x
.	no	0.824724018573761	x
Ebenso	yes	0.978202760219574	x
machte	no	0.9954208731651306	x
er	no	0.9763336777687073	x
es	no	0.9496303200721741	x
,	no	0.9997615218162537	x
wenn	no	0.8943173289299011	x
uns	no	0.8709104061126709	x
an	no	0.8596614003181458	x
Feiertagen	no	0.8477883338928223	x
der	no	0.7504984140396118	x
Vater	no	0.7213970422744751	x
ein	no	0.7658405303955078	x
klein	no	0.7812322378158569	x
Gläschen	no	0.8022660613059998	x
süßen	no	0.8143135905265808	x
Weins	no	0.8342083096504211	x
eingeschenkt	no	0.8693664073944092	x
hatte	no	0.7693176865577698	x
.	no	0.8061498403549194	x
Dann	yes	0.8219444155693054	x
fuhr	no	0.9200148582458496	x
er	no	0.9277797937393188	x
schnell	no	0.9467629194259644	x
mit	no	0.9641897678375244	x
der	no	0.9740402698516846	x
Faust	no	0.9752741456031799	x
herüber	no	0.9234692454338074	x
oder	no	0.9998594522476196	x
brachte	no	0.9403835535049438	x
wohl	no	0.9206381440162659	x
gar	no	0.9437505602836609	x
das	no	0.941677987575531	x
Glas	no	0.9550446271896362	x
an	no	0.9744207262992859	x
die	no	0.9675918221473694	x
blauen	no	0.9619365334510803	x
Lippen	no	0.8409057259559631	x
und	no	0.9999394416809082	x
lachte	no	0.9835373759269714	x
recht	no	0.9702419638633728	x
teuflisch	no	0.7795968651771545	x
,	no	0.9999873638153076	x
wenn	no	0.790380597114563	reported
wir	no	0.7585033774375916	reported
unsern	no	0.5115628242492676	reported
Ärger	no	0.8513079285621643	reported
nur	no	0.7673627734184265	reported
leise	no	0.824371337890625	reported
schluchzend	no	0.7145312428474426	reported
äußern	no	0.8521837592124939	reported
durften	no	0.6479431986808777	reported
.	no	0.9839764833450317	reported
Er	yes	0.7652124166488647	reported
pflegte	no	0.7350948452949524	reported
uns	no	0.6661219000816345	reported
nur	no	0.7305000424385071	reported
immer	no	0.7246599197387695	reported
die	no	0.6355432271957397	reported
kleinen	no	0.5992209315299988	reported
Bestien	no	0.5297577977180481	reported
zu	no	0.6922532916069031	reported
nennen	no	0.9993484616279602	reported
;	no	0.998573899269104	x
wir	no	0.8480170965194702	x
durften	no	0.6701895594596863	x
,	no	0.999496340751648	x
war	no	0.8358716368675232	x
er	no	0.680778980255127	x
zugegen	no	0.5711349844932556	x
,	no	0.9988906979560852	x
keinen	no	0.8007885813713074	x
Laut	no	0.5772611498832703	x
von	no	0.6861144304275513	x
uns	no	0.7279223799705505	x
geben	no	0.9869117736816406	x
und	no	0.997877836227417	x
verwünschten	no	0.8459653854370117	x
den	no	0.7680220603942871	x
häßlichen	no	0.6142302751541138	x
,	no	0.7435595393180847	x
feindlichen	no	0.6567156314849854	x
Mann	no	0.8752264380455017	x
,	no	0.9995718598365784	x
der	no	0.8325189352035522	x
uns	no	0.8048828840255737	x
recht	no	0.8019418716430664	x
mit	no	0.7875795364379883	x
Bedacht	no	0.6067551970481873	x
und	no	0.9061768054962158	x
Absicht	no	0.5155640840530396	x
auch	no	0.6496982574462891	x
die	no	0.602534830570221	x
kleinste	no	0.5768147110939026	x
Freude	no	0.5896458625793457	x
verdarb	no	0.679700493812561	x
.	no	0.5251461267471313	x
Die	yes	0.7295510172843933	x
Mutter	no	0.690310537815094	x
schien	no	0.6143246293067932	x
ebenso	no	0.7054620385169983	x
wie	no	0.7214392423629761	x
wir	no	0.6934458017349243	x
den	no	0.5452951788902283	x
widerwärtigen	no	0.5879173874855042	x
Coppelius	no	0.6544162034988403	x
zu	no	0.7269180417060852	x
hassen	no	0.978175699710846	x
;	no	0.9984412789344788	x
denn	no	0.901820182800293	x
sowie	no	0.944301187992096	x
er	no	0.9232742190361023	x
sich	no	0.9301620721817017	x
zeigte	no	0.7262401580810547	x
,	no	0.9996973276138306	x
war	no	0.9648670554161072	x
ihr	no	0.9653841257095337	x
Frohsinn	no	0.9222493171691895	x
,	no	0.9992234706878662	x
ihr	no	0.938327431678772	x
heiteres	no	0.9279362559318542	x
unbefangenes	no	0.9120464324951172	x
Wesen	no	0.9085327386856079	x
umgewandelt	no	0.9776952862739563	x
in	no	0.9787138104438782	x
traurigen	no	0.9761537909507751	x
,	no	0.9880144000053406	x
düstern	no	0.977950394153595	x
Ernst	no	0.9666553139686584	x
.	no	0.990390419960022	x
Der	yes	0.9627857804298401	x
Vater	no	0.9613008499145508	x
betrug	no	0.9499630928039551	x
sich	no	0.9453940391540527	x
gegen	no	0.9254032373428345	x
ihn	no	0.5465899109840393	x
,	no	0.9941527247428894	x
als	no	0.9465118646621704	x
sei	no	0.9729719161987305	x
er	no	0.9729022979736328	x
ein	no	0.9839508533477783	x
höheres	no	0.9795596599578857	x
Wesen	no	0.9589536190032959	x
,	no	0.9991862177848816	x
dessen	no	0.9199564456939697	x
Unarten	no	0.8780702352523804	x
man	no	0.8438219428062439	x
dulden	no	0.5465648770332336	x
und	no	0.9969605803489685	x
das	no	0.929138720035553	x
man	no	0.9232094883918762	x
auf	no	0.9390191435813904	x
jede	no	0.9356157183647156	x
Weise	no	0.9467247724533081	x
bei	no	0.9537729620933533	x
guter	no	0.9534094333648682	x
Laune	no	0.9602153301239014	x
erhalten	no	0.9781365990638733	x
müsse	no	0.9793651103973389	x
.	no	0.9999734163284302	x
Er	yes	0.637830913066864	reported
durfte	no	0.540346086025238	reported
nur	no	0.754246175289154	reported
leise	no	0.9231046438217163	reported
andeuten	no	0.9975734353065491	reported
,	no	0.999704897403717	x
und	no	0.829408586025238	x
Lieblingsgerichte	no	0.5174897909164429	x
wurden	no	0.5478616952896118	x
gekocht	no	0.9851871132850647	x
und	no	0.9744219779968262	x
seltene	no	0.8920602202415466	x
Weine	no	0.8879419565200806	x
kredenzt	no	0.9288992881774902	x
.	no	0.9221578240394592	x
Als	yes	0.8395625352859497	x
ich	no	0.8598319888114929	x
nun	no	0.872331976890564	x
diesen	no	0.8166108727455139	x
Coppelius	no	0.7502084374427795	x
sah	no	0.5130541324615479	x
,	no	0.9986400008201599	x
ging	no	0.9481872916221619	x
es	no	0.956378698348999	x
grausig	no	0.9490207433700562	x
und	no	0.9673356413841248	x
entsetzlich	no	0.9629743099212646	x
in	no	0.9610801339149475	x
meiner	no	0.9548882246017456	x
Seele	no	0.9263346791267395	x
auf	no	0.7949877977371216	x
,	no	0.9989713430404663	x
daß	no	0.9350430965423584	x
ja	no	0.9128161668777466	x
niemand	no	0.9019824266433716	x
anders	no	0.9135571718215942	x
als	no	0.9234434962272644	x
er	no	0.9256485104560852	x
der	no	0.9366669058799744	x
Sandmann	no	0.9334321022033691	x
sein	no	0.9453408718109131	x
könne	no	0.6962511539459229	x
,	no	0.9998931884765625	x
aber	no	0.9168527126312256	x
der	no	0.9436150789260864	x
Sandmann	no	0.9403185248374939	x
war	no	0.9735571146011353	x
mir	no	0.9699810147285461	x
nicht	no	0.9911108016967773	x
mehr	no	0.9918971657752991	x
jener	no	0.9913866519927979	x
Popanz	no	0.9854617118835449	x
aus	no	0.9868080019950867	x
dem	no	0.9834362268447876	x
Ammenmärchen	no	0.9696515798568726	x
,	no	0.9979671835899353	x
der	no	0.9696813821792603	x
dem	no	0.9652462601661682	x
Eulennest	no	0.959434986114502	x
im	no	0.958598256111145	x
Halbmonde	no	0.9561375975608826	x
Kinderaugen	no	0.9557797908782959	x
zur	no	0.9584261775016785	x
Atzung	no	0.9518857002258301	x
holt	no	0.8379200100898743	x
–	no	0.9997091889381409	x
nein	no	0.9266461730003357	x
!	no	0.8489205837249756	x
–	yes	0.9982576966285706	x
ein	no	0.9608678817749023	x
häßlicher	no	0.9464967846870422	x
gespenstischer	no	0.9285606145858765	x
Unhold	no	0.8272008895874023	x
,	no	0.989260196685791	x
der	no	0.9646839499473572	x
überall	no	0.9537415504455566	x
,	no	0.9870145320892334	x
wo	no	0.9810209274291992	x
er	no	0.9775991439819336	x
einschreitet	no	0.9665557742118835	x
,	no	0.9955331087112427	x
Jammer	no	0.9784508943557739	x
–	no	0.9836570024490356	x
Not	no	0.9793083071708679	x
–	no	0.9951813817024231	x
zeitliches	no	0.9775089025497437	x
,	no	0.9828678369522095	x
ewiges	no	0.9818089604377747	x
Verderben	no	0.9799559116363525	x
bringt	no	0.9867701530456543	x
.	no	0.9969005584716797	x
Ich	yes	0.9576667547225952	x
war	no	0.9735327959060669	x
festgezaubert	no	0.9791186451911926	x
.	no	0.9948923587799072	x
Auf	yes	0.9916654229164124	x
die	no	0.8318739533424377	x
Gefahr	no	0.7757048606872559	x
,	no	0.9960848093032837	x
entdeckt	no	0.7678175568580627	x
und	no	0.9770175218582153	x
,	no	0.9997444748878479	x
wie	no	0.7199938893318176	x
ich	no	0.4999912977218628	x
deutlich	no	0.7562192678451538	x
dachte	no	0.9740482568740845	x
,	no	0.963916540145874	x
hart	no	0.8773877024650574	x
gestraft	no	0.636802613735199	x
zu	no	0.5364582538604736	x
werden	no	0.9199100136756897	x
,	no	0.9766429662704468	x
blieb	no	0.9544405937194824	x
ich	no	0.9500842094421387	x
stehen	no	0.9025272130966187	x
,	no	0.9993470311164856	x
den	no	0.9568366408348083	x
Kopf	no	0.9714164137840271	x
lauschend	no	0.9080279469490051	x
durch	no	0.9545331001281738	x
die	no	0.9633777737617493	x
Gardine	no	0.9660793542861938	x
hervorgestreckt	no	0.9757118821144104	x
.	no	0.9986119270324707	x
Mein	yes	0.8913460969924927	x
Vater	no	0.8966454863548279	x
empfing	no	0.8990985155105591	x
den	no	0.8470305800437927	x
Coppelius	no	0.8203322291374207	x
feierlich	no	0.7440782785415649	x
.	no	0.9171779751777649	x
„	yes	0.9954533576965332	x
Auf	no	0.9719424843788147	x
!	no	0.9729703664779663	x
–	yes	0.9941298961639404	x
zum	no	0.9854627847671509	x
Werk	no	0.9432498812675476	x
“	no	0.9989129304885864	x
,	no	0.9997732043266296	x
rief	no	0.9884908199310303	x
dieser	no	0.9751794934272766	x
mit	no	0.9673530459403992	x
heiserer	no	0.9564312696456909	x
,	no	0.9721472263336182	x
schnarrender	no	0.9640015959739685	x
Stimme	no	0.5553595423698425	x
und	no	0.9957230091094971	x
warf	no	0.9831663370132446	x
den	no	0.989493727684021	x
Rock	no	0.989772379398346	x
ab	no	0.9900811314582825	x
.	no	0.9662460684776306	x
Der	yes	0.9826231002807617	x
Vater	no	0.9806248545646667	x
zog	no	0.994633674621582	x
still	no	0.9839792251586914	x
und	no	0.9875481128692627	x
finster	no	0.9846232533454895	x
seinen	no	0.9885305762290955	x
Schlafrock	no	0.9845251441001892	x
aus	no	0.9622031450271606	x
,	no	0.9999462366104126	x
und	no	0.931556224822998	x
beide	no	0.9176496267318726	x
kleideten	no	0.9498563408851624	x
sich	no	0.9730493426322937	x
in	no	0.9808669686317444	x
lange	no	0.9813554883003235	x
schwarze	no	0.9822638630867004	x
Kittel	no	0.9847885370254517	x
.	no	0.9941149950027466	x
Wo	yes	0.9683351516723633	x
sie	no	0.9607018232345581	x
die	no	0.9638810753822327	x
hernahmen	no	0.9255988597869873	x
,	no	0.9997000694274902	x
hatte	no	0.8752722144126892	x
ich	no	0.8269540071487427	x
übersehen	no	0.8095672726631165	x
.	no	0.890512228012085	x
Der	yes	0.7965835332870483	x
Vater	no	0.8197857737541199	x
öffnete	no	0.9250493049621582	x
die	no	0.9503588080406189	x
Flügeltür	no	0.9486305117607117	x
eines	no	0.9428666234016418	x
Wandschranks	no	0.7438635230064392	x
;	no	0.9999686479568481	x
aber	no	0.8575476408004761	x
ich	no	0.8649004697799683	x
sah	no	0.9673336148262024	x
,	no	0.9985082745552063	x
daß	no	0.9558247923851013	x
das	no	0.971978485584259	x
,	no	0.9998947381973267	x
was	no	0.6848031282424927	reported
ich	no	0.5240451097488403	reported
so	no	0.6946899890899658	reported
lange	no	0.7949557900428772	reported
dafür	no	0.9611018300056458	reported
gehalten	no	0.9991428852081299	reported
,	no	0.753415048122406	x
kein	no	0.8888512253761292	x
Wandschrank	no	0.8142921924591064	x
,	no	0.9889616370201111	x
sondern	no	0.9906394481658936	x
vielmehr	no	0.989175021648407	x
eine	no	0.991589367389679	x
schwarze	no	0.9878310561180115	x
Höhlung	no	0.9876335859298706	x
war	no	0.9835944771766663	x
,	no	0.9996399879455566	x
in	no	0.9699892997741699	x
der	no	0.9778113961219788	x
ein	no	0.9839935302734375	x
kleiner	no	0.9845067858695984	x
Herd	no	0.9870080351829529	x
stand	no	0.9911744594573975	x
.	no	0.9907802939414978	x
Coppelius	yes	0.9726769328117371	x
trat	no	0.9844900965690613	x
hinzu	no	0.9605367183685303	x
,	no	0.9998780488967896	x
und	no	0.9472936391830444	x
eine	no	0.9743669629096985	x
blaue	no	0.9747222661972046	x
Flamme	no	0.9797476530075073	x
knisterte	no	0.9882407188415527	x
auf	no	0.9901198148727417	x
dem	no	0.9887943863868713	x
Herde	no	0.987280011177063	x
empor	no	0.9892340898513794	x
.	no	0.9865151047706604	x
Allerlei	yes	0.9865275025367737	x
seltsames	no	0.9818522930145264	x
Geräte	no	0.9846627712249756	x
stand	no	0.9937073588371277	x
umher	no	0.9870250225067139	x
.	no	0.9694703817367554	x
Ach	yes	0.990199089050293	x
Gott	no	0.98360276222229	x
!	no	0.9516386389732361	x
–	yes	0.9999303817749023	x
wie	no	0.905226469039917	x
sich	no	0.9408055543899536	x
nun	no	0.9418779611587524	x
mein	no	0.9326257705688477	x
alter	no	0.9208006262779236	x
Vater	no	0.9235901236534119	x
zum	no	0.9398539066314697	x
Feuer	no	0.9450415968894958	x
herabbückte	no	0.8416783809661865	x
,	no	0.9996191263198853	x
da	no	0.9131082892417908	x
sah	no	0.964598536491394	x
er	no	0.9632773995399475	x
ganz	no	0.963106095790863	x
anders	no	0.9669227600097656	x
aus	no	0.9762451648712158	x
.	no	0.9698532819747925	x
Ein	yes	0.9853810667991638	x
gräßlicher	no	0.9784383773803711	x
krampfhafter	no	0.9772661328315735	x
Schmerz	no	0.9861786365509033	x
schien	no	0.9880743622779846	x
seine	no	0.9807668924331665	x
sanften	no	0.979373037815094	x
ehrlichen	no	0.9741308689117432	x
Züge	no	0.9822277426719666	x
zum	no	0.9904597997665405	x
häßlichen	no	0.9824612736701965	x
widerwärtigen	no	0.9806652665138245	x
Teufelsbilde	no	0.9823212623596191	x
verzogen	no	0.9908388257026672	x
zu	no	0.9871309399604797	x
haben	no	0.9882497787475586	x
.	no	0.9969791173934937	x
Er	yes	0.8847044110298157	x
sah	no	0.9632453322410583	x
dem	no	0.9735495448112488	x
Coppelius	no	0.9671427011489868	x
ähnlich	no	0.9790208339691162	x
.	no	0.9704155921936035	x
Dieser	yes	0.9790219664573669	x
schwang	no	0.9926323294639587	x
die	no	0.9896088242530823	x
glutrote	no	0.9851198792457581	x
Zange	no	0.9619082808494568	x
und	no	0.9998530149459839	x
holte	no	0.9784917831420898	x
damit	no	0.9820500612258911	x
hellblinkende	no	0.9829192161560059	x
Massen	no	0.985027551651001	x
aus	no	0.9902923703193665	x
dem	no	0.9876109957695007	x
dicken	no	0.9843972325325012	x
Qualm	no	0.9462723731994629	x
,	no	0.999860405921936	x
die	no	0.9267075061798096	x
er	no	0.924546480178833	x
dann	no	0.9289637804031372	x
emsig	no	0.9333897829055786	x
hämmerte	no	0.9427468776702881	x
.	no	0.8939138054847717	x
Mir	yes	0.9357300996780396	x
war	no	0.9779896140098572	x
es	no	0.9774507880210876	x
,	no	0.9988980293273926	x
als	no	0.9646416902542114	x
würden	no	0.9609041810035706	x
Menschengesichter	no	0.965630292892456	x
ringsumher	no	0.9627548456192017	x
sichtbar	no	0.9387282729148865	x
,	no	0.9962749481201172	x
aber	no	0.977060854434967	x
ohne	no	0.9774205088615417	x
Augen	no	0.969521701335907	x
–	no	0.9986394047737122	x
scheußliche	no	0.9649559259414673	x
,	no	0.9729299545288086	x
tiefe	no	0.97054523229599	x
schwarze	no	0.9729971289634705	x
Höhlen	no	0.9765498638153076	x
statt	no	0.9818007946014404	x
ihrer	no	0.9811582565307617	x
.	no	0.919039785861969	x
„	yes	0.9998898506164551	x
Augen	no	0.9615871906280518	x
her	no	0.9503419995307922	x
,	no	0.9883655309677124	x
Augen	no	0.9838894605636597	x
her	no	0.9828423857688904	x
!	no	0.9676730632781982	x
“	no	0.9997358918190002	x
rief	no	0.9857190251350403	x
Coppelius	no	0.9806839823722839	x
mit	no	0.9813381433486938	x
dumpfer	no	0.9823915362358093	x
dröhnender	no	0.9806859493255615	x
Stimme	no	0.9434370398521423	x
.	no	0.5991441607475281	x
Ich	yes	0.9598263502120972	x
kreischte	no	0.9828685522079468	x
auf	no	0.9692895412445068	x
,	no	0.999809205532074	x
von	no	0.9437119960784912	x
wildem	no	0.9351444840431213	x
Entsetzen	no	0.9148929715156555	x
gewaltig	no	0.9097105860710144	x
erfaßt	no	0.7477449178695679	x
,	no	0.9932898879051208	x
und	no	0.9852312803268433	x
stürzte	no	0.9921344518661499	x
aus	no	0.9887152314186096	x
meinem	no	0.9854313135147095	x
Versteck	no	0.9841387867927551	x
heraus	no	0.9880445599555969	x
auf	no	0.9961692690849304	x
den	no	0.9879719614982605	x
Boden	no	0.9874340891838074	x
.	no	0.9893116354942322	x
Da	yes	0.9770983457565308	x
ergriff	no	0.9909180402755737	x
mich	no	0.983650267124176	x
Coppelius	no	0.9827365875244141	x
.	no	0.95872962474823	x
„	yes	0.9998859167098999	x
Kleine	no	0.935895562171936	x
Bestie	no	0.9286954402923584	x
!	no	0.9806495904922485	x
–	yes	0.9704839587211609	x
kleine	no	0.9592863321304321	x
Bestie	no	0.9418553113937378	x
!	no	0.8971243500709534	x
“	no	0.9996103644371033	x
meckerte	no	0.9731459021568298	x
er	no	0.9607275724411011	x
zähnfletschend	no	0.6719895601272583	x
–	no	0.9997720122337341	x
riß	no	0.9348412156105042	x
mich	no	0.9214004278182983	x
auf	no	0.8214947581291199	x
und	no	0.9987737536430359	x
warf	no	0.97273850440979	x
mich	no	0.9692236185073853	x
auf	no	0.9876852035522461	x
den	no	0.9869063496589661	x
Herd	no	0.9517132639884949	x
,	no	0.9996612071990967	x
daß	no	0.948688268661499	x
die	no	0.957347571849823	x
Flamme	no	0.9564858675003052	x
mein	no	0.9584396481513977	x
Haar	no	0.9677714109420776	x
zu	no	0.9709994792938232	x
sengen	no	0.977622926235199	x
begann	no	0.9571598172187805	x
:	no	0.9966817498207092	x
„	no	0.9999423027038574	x
Nun	no	0.9252872467041016	x
haben	no	0.9576523303985596	x
wir	no	0.9565255045890808	x
Augen	no	0.9659380912780762	x
–	no	0.9814111590385437	x
Augen	no	0.9829782843589783	x
–	no	0.9985187649726868	x
ein	no	0.9696221947669983	x
schön	no	0.9615974426269531	x
Paar	no	0.9568823575973511	x
Kinderaugen.	no	0.7979608178138733	x
“	no	0.9999779462814331	x
So	no	0.8551483154296875	x
flüsterte	no	0.9306948781013489	x
Coppelius	no	0.6036050319671631	x
,	no	0.9993897676467896	x
und	no	0.952158510684967	x
griff	no	0.9764603972434998	x
mit	no	0.9821270108222961	x
den	no	0.983086109161377	x
Fäusten	no	0.9841940999031067	x
glutrote	no	0.9854925274848938	x
Körner	no	0.9846240282058716	x
aus	no	0.9900299310684204	x
der	no	0.9870927333831787	x
Flamme	no	0.9750943779945374	x
,	no	0.9993380904197693	x
die	no	0.9252644181251526	x
er	no	0.8845291137695312	x
mir	no	0.8513784408569336	x
in	no	0.8866679668426514	x
die	no	0.89974445104599	x
Augen	no	0.9245687127113342	x
streuen	no	0.9494492411613464	x
wollte	no	0.9218310117721558	x
.	no	0.9946303367614746	x
Da	yes	0.9157485961914062	x
hob	no	0.982175886631012	x
mein	no	0.9533687829971313	x
Vater	no	0.9477528929710388	x
flehend	no	0.5826795697212219	x
die	no	0.839909017086029	x
Hände	no	0.9029545783996582	x
empor	no	0.8121256232261658	x
und	no	0.9979552030563354	x
rief	no	0.9764207005500793	x
:	no	0.9755610823631287	x
„	no	0.9999685287475586	x
Meister	no	0.9458006024360657	x
!	no	0.9766207933425903	x
Meister	yes	0.9779476523399353	x
!	no	0.9934792518615723	x
laß	yes	0.8282066583633423	x
meinem	no	0.8402332663536072	x
Nathanael	no	0.7476733326911926	x
die	no	0.8194684982299805	x
Augen	no	0.7614688873291016	x
–	no	0.9647340774536133	x
laß	no	0.9544851183891296	x
sie	no	0.9556083083152771	x
ihm	no	0.9501424431800842	x
!	no	0.6120113134384155	x
“	no	0.9999022483825684	x
Coppelius	no	0.902138888835907	x
lachte	no	0.9773367047309875	x
gellend	no	0.9546687006950378	x
auf	no	0.8115074634552002	x
und	no	0.9987409710884094	x
rief	no	0.9643660187721252	x
:	no	0.9794674515724182	x
„	no	0.9999827146530151	x
Mag	no	0.9391258358955383	x
denn	no	0.9322341084480286	x
der	no	0.9229029417037964	x
Junge	no	0.9183618426322937	x
die	no	0.9423503875732422	x
Augen	no	0.965977132320404	x
behalten	no	0.9613550305366516	x
und	no	0.998996913433075	x
