tok	sentstart	indirect_conf	indirect_pred
wie	no	0.995242714881897	x
wir	no	0.9956411123275757	x
selbst	no	0.9939413070678711	x
gestalten	no	0.9912921786308289	x
,	no	0.9999532699584961	x
ja	no	0.8650618195533752	x
unser	no	0.8506620526313782	x
Selbst	no	0.9861590266227722	x
werden	no	0.608858048915863	x
;	no	0.9999617338180542	x
denn	no	0.7729880213737488	x
nur	no	0.676967978477478	x
so	no	0.9820325970649719	x
glauben	no	0.9998412132263184	x
wir	no	0.999795138835907	x
an	no	0.960383951663971	x
sie	no	0.9820612668991089	x
und	no	0.9935969114303589	x
räumen	no	0.9799495339393616	x
ihr	no	0.9705879092216492	x
den	no	0.9719968438148499	x
Platz	no	0.9629705548286438	x
ein	no	0.9313676953315735	x
,	no	0.9995218515396118	x
dessen	no	0.9287484884262085	x
sie	no	0.9586504101753235	x
bedarf	no	0.7650732398033142	x
,	no	0.9956305027008057	x
um	no	0.9677474498748779	x
jenes	no	0.9774022698402405	x
geheime	no	0.9787363409996033	x
Werk	no	0.9725897312164307	x
zu	no	0.9772794246673584	x
vollbringen	no	0.9788091778755188	x
.	no	0.9366165995597839	x
Haben	yes	0.994619607925415	x
wir	no	0.9987982511520386	x
festen	no	0.9966615438461304	x
,	no	0.9991928935050964	x
durch	no	0.9472352266311646	x
das	no	0.9725606441497803	x
heitre	no	0.9755751490592957	x
Leben	no	0.9702247977256775	x
gestärkten	no	0.9851264953613281	x
Sinn	no	0.9766970872879028	x
genug	no	0.9637507796287537	x
,	no	0.9971488118171692	x
um	no	0.9887927174568176	x
fremdes	no	0.9901935458183289	x
feindliches	no	0.9932892918586731	x
Einwirken	no	0.9875746369361877	x
als	no	0.9894919395446777	x
solches	no	0.9892409443855286	x
stets	no	0.9895205497741699	x
zu	no	0.9873278737068176	x
erkennen	no	0.9670954346656799	x
und	no	0.9944256544113159	x
den	no	0.9902191758155823	x
Weg	no	0.9925335645675659	x
,	no	0.9981566071510315	x
in	no	0.9864844679832458	x
den	no	0.9902011752128601	x
uns	no	0.9851393103599548	x
Neigung	no	0.9856404066085815	x
und	no	0.9902756214141846	x
Beruf	no	0.9873780608177185	x
geschoben	no	0.9749941825866699	x
,	no	0.9977145195007324	x
ruhigen	no	0.9889916181564331	x
Schrittes	no	0.9892838001251221	x
zu	no	0.9806257486343384	x
verfolgen	no	0.8024917840957642	x
,	no	0.9995203018188477	x
so	no	0.9994268417358398	x
geht	no	0.9956232905387878	x
wohl	no	0.9961890578269958	x
jene	no	0.9956305027008057	x
unheimliche	no	0.9944256544113159	x
Macht	no	0.9955613613128662	x
unter	no	0.995570719242096	x
in	no	0.9925088286399841	x
dem	no	0.9949302077293396	x
vergeblichen	no	0.9960333704948425	x
Ringen	no	0.9938480257987976	x
nach	no	0.9947825074195862	x
der	no	0.9951691031455994	x
Gestaltung	no	0.9958757758140564	x
,	no	0.9992000460624695	x
die	no	0.9785721302032471	x
unser	no	0.9817279577255249	x
eignes	no	0.9870998859405518	x
Spiegelbild	no	0.9932830333709717	x
sein	no	0.9940336346626282	x
sollte	no	0.9960307478904724	x
.	no	0.9924623966217041	x
„	yes	0.9465904831886292	x
Es	no	0.996859073638916	x
ist	no	0.9962018132209778	x
auch	no	0.9977359771728516	x
gewiß	no	0.9970656037330627	x
“	no	0.9998559951782227	x
,	no	0.9999964237213135	x
fügt	no	0.8372160196304321	x
Lothar	no	0.9794514775276184	x
hinzu	no	0.9996058344841003	x
,	no	0.9999920129776001	x
„	no	0.9960940480232239	x
daß	no	0.7479791045188904	x
die	no	0.6412082314491272	x
dunkle	no	0.5786827206611633	x
psychische	no	0.6102497577667236	x
Macht	no	0.9447069764137268	x
,	no	0.6773502230644226	x
haben	no	0.8289791941642761	x
wir	no	0.9223976731300354	x
uns	no	0.9120416641235352	x
durch	no	0.9160372018814087	x
uns	no	0.9312514662742615	x
selbst	no	0.9537127017974854	x
ihr	no	0.9551274180412292	x
hingegeben	no	0.8311170339584351	x
,	no	0.9965761303901672	x
oft	no	0.9773474335670471	x
fremde	no	0.9850931763648987	x
Gestalten	no	0.9890128374099731	x
,	no	0.9931393265724182	x
die	no	0.9877445101737976	x
die	no	0.9892036318778992	x
Außenwelt	no	0.9881690740585327	x
uns	no	0.9894242882728577	x
in	no	0.989355206489563	x
den	no	0.9926738142967224	x
Weg	no	0.990831196308136	x
wirft	no	0.9682933688163757	x
,	no	0.9992027878761292	x
in	no	0.985113263130188	x
unser	no	0.9894987344741821	x
Inneres	no	0.9840818643569946	x
hineinzieht	no	0.5451439619064331	x
,	no	0.9988898634910583	x
so	no	0.9803529977798462	x
,	no	0.9994128942489624	x
daß	no	0.9701743721961975	x
wir	no	0.9873303174972534	x
selbst	no	0.9906287789344788	x
nur	no	0.9883600473403931	x
den	no	0.989234209060669	x
Geist	no	0.9865937232971191	x
entzünden	no	0.8381874561309814	x
,	no	0.9976636171340942	x
der	no	0.8207604885101318	x
,	no	0.9954550266265869	x
wie	no	0.9921688437461853	x
wir	no	0.9982213377952576	x
in	no	0.9768356084823608	x
wunderlicher	no	0.9828306436538696	x
Täuschung	no	0.9920424818992615	x
glauben	no	0.9968572854995728	x
,	no	0.9999020099639893	x
aus	no	0.5263384580612183	indirect
jener	no	0.7497259378433228	indirect
Gestalt	no	0.6285195350646973	indirect
spricht	no	0.7896177768707275	indirect
.	no	0.946861207485199	indirect
Es	yes	0.9983105659484863	x
ist	no	0.9966228008270264	x
das	no	0.9985466599464417	x
Phantom	no	0.9943140745162964	x
unseres	no	0.9956919550895691	x
eigenen	no	0.9965459704399109	x
Ichs	no	0.9958999752998352	x
,	no	0.9996078610420227	x
dessen	no	0.9725195169448853	x
innige	no	0.9816651940345764	x
Verwandtschaft	no	0.9710015058517456	x
und	no	0.9936925172805786	x
dessen	no	0.9949257373809814	x
tiefe	no	0.9941039681434631	x
Einwirkung	no	0.9955033659934998	x
auf	no	0.9961327314376831	x
unser	no	0.995070219039917	x
Gemüt	no	0.9966052770614624	x
uns	no	0.9956315755844116	x
in	no	0.9940676689147949	x
die	no	0.9951457381248474	x
Hölle	no	0.995955228805542	x
wirft	no	0.9957791566848755	x
oder	no	0.9988859295845032	x
in	no	0.9886699914932251	x
den	no	0.9925040006637573	x
Himmel	no	0.993104875087738	x
verzückt.	no	0.8689843416213989	x
“	no	0.9905331134796143	x
–	no	0.9999635219573975	x
Du	no	0.9969526529312134	x
merkst	no	0.9973207116127014	x
,	no	0.9999985694885254	x
mein	no	0.5573309063911438	x
herzlieber	no	0.5503471493721008	x
Nathanael	no	0.9281843304634094	x
!	no	0.9978037476539612	x
daß	yes	0.6977198123931885	x
wir	no	0.993340790271759	x
,	no	0.6318857669830322	x
ich	no	0.587568998336792	x
und	no	0.5474238991737366	x
Bruder	no	0.6355162858963013	x
Lothar	no	0.5385464429855347	x
,	no	0.9768348336219788	x
uns	no	0.7728708386421204	x
recht	no	0.811799168586731	x
über	no	0.8659120798110962	x
die	no	0.8976202011108398	x
Materie	no	0.9083154201507568	x
von	no	0.9125407338142395	x
dunklen	no	0.913418173789978	x
Mächten	no	0.9204612374305725	x
und	no	0.9475916624069214	x
Gewalten	no	0.9658222794532776	x
ausgesprochen	no	0.9575505256652832	x
haben	no	0.7100582718849182	x
,	no	0.9993928670883179	x
die	no	0.9174458980560303	x
mir	no	0.8067556619644165	x
nun	no	0.771740734577179	x
,	no	0.9226558804512024	x
nachdem	no	0.7226266264915466	x
ich	no	0.8124095797538757	x
nicht	no	0.8896162509918213	x
ohne	no	0.8506819605827332	x
Mühe	no	0.8574860095977783	x
das	no	0.9146885871887207	x
Hauptsächlichste	no	0.9039120078086853	x
aufgeschrieben	no	0.773860514163971	x
,	no	0.9907434582710266	x
ordentlich	no	0.9401918649673462	x
tiefsinnig	no	0.9567974805831909	x
vorkommt	no	0.9665836095809937	x
.	no	0.8631309270858765	x
Lothars	yes	0.9423363208770752	x
letzte	no	0.9476944208145142	x
Worte	no	0.9869495034217834	x
verstehe	no	0.9206007719039917	x
ich	no	0.9983875751495361	x
nicht	no	0.9836533069610596	x
ganz	no	0.8074379563331604	x
,	no	0.9999945163726807	x
ich	no	0.9568045735359192	x
ahne	no	0.9980881810188293	x
nur	no	0.9984455704689026	x
,	no	0.9999902248382568	x
was	no	0.7050444483757019	indirect
er	no	0.9866253137588501	indirect
meint	no	0.999943733215332	indirect
,	no	0.961480438709259	x
und	no	0.9758825302124023	x
doch	no	0.9977067708969116	x
ist	no	0.9841036796569824	x
es	no	0.9911409616470337	x
mir	no	0.997474730014801	x
,	no	0.9999699592590332	x
als	no	0.6570179462432861	x
sei	no	0.7478768229484558	x
alles	no	0.7472091913223267	x
sehr	no	0.6697938442230225	x
wahr	no	0.6655785441398621	x
.	no	0.9975076913833618	x
Ich	yes	0.9994276165962219	x
bitte	no	0.9999828338623047	x
Dich	no	0.998843789100647	x
,	no	0.9999709129333496	x
schlage	no	0.5399717688560486	indirect
Dir	no	0.9081410765647888	indirect
den	no	0.828427255153656	indirect
häßlichen	no	0.8713266849517822	indirect
Advokaten	no	0.9426731467247009	indirect
Coppelius	no	0.978286623954773	indirect
und	no	0.9252899289131165	indirect
den	no	0.9031898379325867	indirect
Wetterglasmann	no	0.9498510956764221	indirect
Giuseppe	no	0.9590277671813965	indirect
Coppola	no	0.9586495161056519	indirect
ganz	no	0.9602514505386353	indirect
aus	no	0.9669306874275208	indirect
dem	no	0.9371432065963745	indirect
Sinn	no	0.9907894730567932	indirect
.	no	0.999934196472168	indirect
Sei	yes	0.9704842567443848	x
überzeugt	no	0.9991806149482727	x
,	no	0.9999903440475464	x
daß	no	0.6125603318214417	indirect
diese	no	0.903636634349823	indirect
fremden	no	0.9647354483604431	indirect
Gestalten	no	0.9844951033592224	indirect
nichts	no	0.9899154901504517	indirect
über	no	0.9893741011619568	indirect
Dich	no	0.9977942705154419	indirect
vermögen	no	0.9999629259109497	indirect
;	no	0.66424161195755	x
nur	no	0.7769156098365784	x
der	no	0.5577226281166077	x
Glaube	no	0.8145580291748047	x
an	no	0.8924505710601807	x
ihre	no	0.8965908288955688	x
feindliche	no	0.9263476729393005	x
Gewalt	no	0.9344715476036072	x
kann	no	0.8759928345680237	x
sie	no	0.8668003082275391	x
Dir	no	0.8635866641998291	x
in	no	0.8738905191421509	x
der	no	0.8025685548782349	x
Tat	no	0.8555771708488464	x
feindlich	no	0.9486005902290344	x
machen	no	0.9700149893760681	x
.	no	0.9341689944267273	x
Spräche	yes	0.9780003428459167	x
nicht	no	0.9832485914230347	x
aus	no	0.9825339913368225	x
jeder	no	0.9843730926513672	x
Zeile	no	0.9757947325706482	x
Deines	no	0.9867440462112427	x
Briefes	no	0.9898102283477783	x
die	no	0.9906161427497864	x
tiefste	no	0.9914335012435913	x
Aufregung	no	0.9860169291496277	x
Deines	no	0.9843303561210632	x
Gemüts	no	0.6675552725791931	x
,	no	0.9999396800994873	x
schmerzte	no	0.9973397850990295	x
mich	no	0.9986273050308228	x
nicht	no	0.991040050983429	x
Dein	no	0.98968505859375	x
Zustand	no	0.9924558401107788	x
recht	no	0.991757333278656	x
in	no	0.984384298324585	x
innerster	no	0.978185772895813	x
Seele	no	0.7474212646484375	x
,	no	0.9999406337738037	x
wahrhaftig	no	0.9860901832580566	x
,	no	0.9997819066047668	x
ich	no	0.9559826254844666	x
könnte	no	0.9678292870521545	x
über	no	0.9574178457260132	x
den	no	0.9632911682128906	x
Advokaten	no	0.9668506383895874	x
Sandmann	no	0.9657184481620789	x
und	no	0.9780725240707397	x
den	no	0.9832097291946411	x
Wetterglashändler	no	0.9897422790527344	x
Coppelius	no	0.9921789169311523	x
scherzen	no	0.9870668053627014	x
.	no	0.7711273431777954	x
Sei	yes	0.9916353225708008	x
heiter	no	0.993008017539978	x
–	no	0.9996576309204102	x
heiter	no	0.9907308220863342	x
!	no	0.9909647703170776	x
–	yes	0.9995114803314209	x
Ich	no	0.9861518740653992	x
habe	no	0.9988320469856262	x
mir	no	0.9990849494934082	x
vorgenommen	no	0.9990094900131226	x
,	no	0.9999377727508545	x
bei	no	0.5778020620346069	indirect
Dir	no	0.9072283506393433	indirect
zu	no	0.9865410923957825	indirect
erscheinen	no	0.9986787438392639	indirect
wie	no	0.9939687252044678	indirect
Dein	no	0.9975941777229309	indirect
Schutzgeist	no	0.9994615912437439	indirect
und	no	0.9906768798828125	indirect
den	no	0.9932149648666382	indirect
häßlichen	no	0.9958492517471313	indirect
Coppola	no	0.9995651841163635	indirect
,	no	0.7170712947845459	x
sollte	no	0.7792366743087769	x
er	no	0.5936928391456604	x
es	no	0.6685335636138916	x
sich	no	0.830802857875824	x
etwa	no	0.9506771564483643	x
beikommen	no	0.9877400994300842	x
lassen	no	0.9497402310371399	x
,	no	0.9990529417991638	x
Dir	no	0.9318671226501465	x
im	no	0.9323699474334717	x
Traum	no	0.9283025860786438	x
beschwerlich	no	0.9646910429000854	x
zu	no	0.9397788643836975	x
fallen	no	0.6800610423088074	x
,	no	0.9813154339790344	x
mit	no	0.9576160311698914	x
lautem	no	0.9049067497253418	x
Lachen	no	0.8755310773849487	x
fortzubannen	no	0.779975414276123	x
.	no	0.5979198217391968	x
Ganz	yes	0.9846134185791016	x
und	no	0.9658995866775513	x
gar	no	0.9839919209480286	x
nicht	no	0.9964326620101929	x
fürchte	no	0.9995408058166504	x
ich	no	0.9996951818466187	x
mich	no	0.9851484298706055	x
vor	no	0.9383530616760254	x
ihm	no	0.6589384078979492	x
und	no	0.9802220463752747	x
vor	no	0.9650411605834961	x
seinen	no	0.9424722194671631	x
garstigen	no	0.9293160438537598	x
Fäusten	no	0.6152877807617188	x
,	no	0.9999533891677856	x
er	no	0.9492342472076416	x
soll	no	0.8957592248916626	x
mir	no	0.9214567542076111	x
weder	no	0.9412766695022583	x
als	no	0.9071782827377319	x
Advokat	no	0.9337420463562012	x
eine	no	0.9080646634101868	x
Näscherei	no	0.9224283695220947	x
noch	no	0.942611813545227	x
als	no	0.9316377639770508	x
Sandmann	no	0.9537820219993591	x
die	no	0.9535925984382629	x
Augen	no	0.9750417470932007	x
verderben	no	0.9578773379325867	x
.	no	0.8548324704170227	x
Ewig	yes	0.8761178255081177	x
,	no	0.9990707039833069	x
mein	no	0.9973070621490479	x
herzinnigstgeliebter	no	0.9962040781974792	x
Nathanael	no	0.99846351146698	x
etc	no	0.9968098998069763	x
.	no	0.9983776807785034	x
etc	no	0.9887474179267883	x
.	no	0.9982588887214661	x
etc	no	0.9898800849914551	x
.	no	0.9975367784500122	x
Nathanael	no	0.9926508069038391	x
an	no	0.9850307106971741	x
Lothar	no	0.9728189706802368	x
Sehr	no	0.9998962879180908	x
unlieb	no	0.9982010126113892	x
ist	no	0.9970682263374329	x
es	no	0.9967443943023682	x
mir	no	0.9982125759124756	x
,	no	0.9999803304672241	x
daß	no	0.6562528014183044	x
Klara	no	0.6708477139472961	x
neulich	no	0.7514059543609619	x
den	no	0.6305549740791321	x
Brief	no	0.6161739826202393	x
an	no	0.6865983605384827	x
Dich	no	0.8458116054534912	x
aus	no	0.9423387050628662	x
,	no	0.6882333755493164	x
freilich	no	0.6907042264938354	x
durch	no	0.7262898683547974	x
meine	no	0.5597629547119141	x
Zerstreutheit	no	0.7454005479812622	x
veranlaßtem	no	0.9084329605102539	x
,	no	0.557733952999115	x
Irrtum	no	0.7973570227622986	x
erbrach	no	0.9308742880821228	x
und	no	0.5466816425323486	x
las	no	0.5762084126472473	x
.	no	0.6804124712944031	x
Sie	yes	0.9916276931762695	x
hat	no	0.991380512714386	x
mir	no	0.9974533915519714	x
einen	no	0.9974017143249512	x
sehr	no	0.9962676167488098	x
tiefsinnigen	no	0.9963542222976685	x
philosophischen	no	0.9961953163146973	x
Brief	no	0.9968757629394531	x
geschrieben	no	0.9852849841117859	x
,	no	0.9999908208847046	x
worin	no	0.8940998911857605	x
sie	no	0.9508941769599915	x
ausführlich	no	0.9806390404701233	x
beweiset	no	0.9725046157836914	x
,	no	0.9999841451644897	x
daß	no	0.6875104308128357	indirect
Coppelius	no	0.9746353030204773	indirect
und	no	0.9715036749839783	indirect
Coppola	no	0.9953020811080933	indirect
nur	no	0.9970792531967163	indirect
in	no	0.9975273013114929	indirect
meinem	no	0.9979504942893982	indirect
Innern	no	0.9986573457717896	indirect
existieren	no	0.9995602965354919	indirect
und	no	0.9947503209114075	indirect
Phantome	no	0.998062789440155	indirect
meines	no	0.9960333704948425	indirect
Ichs	no	0.996441662311554	indirect
sind	no	0.9997486472129822	indirect
,	no	0.9637100100517273	indirect
die	no	0.9935669302940369	indirect
augenblicklich	no	0.9960287809371948	indirect
zerstäuben	no	0.9993042945861816	indirect
,	no	0.9864821434020996	indirect
wenn	no	0.998230516910553	indirect
ich	no	0.9979694485664368	indirect
sie	no	0.9963260293006897	indirect
als	no	0.9970236420631409	indirect
solche	no	0.99468994140625	indirect
erkenne	no	0.997169554233551	indirect
.	no	0.9999618530273438	indirect
In	yes	0.934007465839386	x
der	no	0.7570974826812744	x
Tat	no	0.5534458756446838	x
,	no	0.9999873638153076	x
man	no	0.9343546628952026	x
sollte	no	0.9062173962593079	x
gar	no	0.9934321641921997	x
nicht	no	0.9979421496391296	x
glauben	no	0.9971895813941956	x
,	no	0.9999797344207764	x
daß	no	0.8661226034164429	indirect
der	no	0.9701392650604248	indirect
Geist	no	0.985632061958313	indirect
,	no	0.9892784953117371	indirect
der	no	0.992404043674469	indirect
aus	no	0.9913848638534546	indirect
solch	no	0.9967169165611267	indirect
hellen	no	0.9970077872276306	indirect
holdlächelnden	no	0.9977506995201111	indirect
Kindesaugen	no	0.9978772401809692	indirect
oft	no	0.9983471632003784	indirect
wie	no	0.9987027645111084	indirect
ein	no	0.9981228709220886	indirect
lieblicher	no	0.9985633492469788	indirect
süßer	no	0.9986750483512878	indirect
Traum	no	0.9987931251525879	indirect
hervorleuchtet	no	0.9998927116394043	indirect
,	no	0.9680429100990295	indirect
so	no	0.9679527878761292	indirect
gar	no	0.9850825071334839	indirect
verständig	no	0.995020866394043	indirect
,	no	0.9882964491844177	indirect
so	no	0.9902957081794739	indirect
magistermäßig	no	0.9943873286247253	indirect
distinguieren	no	0.9968656897544861	indirect
könne	no	0.9993038177490234	indirect
.	no	0.9999710321426392	indirect
Sie	yes	0.9994947910308838	x
beruft	no	0.9999654293060303	x
sich	no	0.999160647392273	x
auf	no	0.9959503412246704	x
Dich	no	0.9960963129997253	x
.	no	0.9982349872589111	x
Ihr	yes	0.9422256946563721	x
habt	no	0.9771700501441956	x
über	no	0.9841598868370056	x
mich	no	0.9932348132133484	x
gesprochen	no	0.997052788734436	x
.	no	0.9964122176170349	x
Du	yes	0.9846716523170471	x
liesest	no	0.9955096244812012	x
ihr	no	0.9965628981590271	x
wohl	no	0.9976922273635864	x
logische	no	0.9912394881248474	x
Collegia	no	0.9858149290084839	x
,	no	0.9998459815979004	x
damit	no	0.9624153971672058	x
sie	no	0.969982922077179	x
alles	no	0.9770829677581787	x
fein	no	0.9802348613739014	x
sichten	no	0.9826654195785522	x
und	no	0.9917815327644348	x
sondern	no	0.990006685256958	x
lerne	no	0.9807437062263489	x
.	no	0.6995570659637451	x
–	yes	0.9995719790458679	x
Laß	no	0.9988548755645752	x
das	no	0.996748685836792	x
bleiben	no	0.9973676800727844	x
!	no	0.992628812789917	x
–	yes	0.9997746348381042	x
Übrigens	no	0.9984630346298218	x
ist	no	0.9975947737693787	x
es	no	0.9988346695899963	x
wohl	no	0.9992489218711853	x
gewiß	no	0.9992716908454895	x
,	no	0.999958872795105	x
daß	no	0.901629626750946	x
der	no	0.9435708522796631	x
Wetterglashändler	no	0.9369568228721619	x
Giuseppe	no	0.949001133441925	x
Coppola	no	0.9422192573547363	x
keinesweges	no	0.9463916420936584	x
der	no	0.9611673355102539	x
alte	no	0.9704760909080505	x
Advokat	no	0.9830830097198486	x
Coppelius	no	0.9888185858726501	x
ist	no	0.9874997735023499	x
.	no	0.5384989380836487	x
Ich	yes	0.9999610185623169	x
höre	no	0.9998953342437744	x
bei	no	0.987253725528717	x
dem	no	0.9934324026107788	x
erst	no	0.995218813419342	x
neuerdings	no	0.9973111152648926	x
angekommenen	no	0.9971814155578613	x
Professor	no	0.9981757402420044	x
der	no	0.9937916398048401	x
Physik	no	0.9826698303222656	x
,	no	0.9999840259552002	x
der	no	0.9815249443054199	x
,	no	0.997016429901123	x
wie	no	0.9928361773490906	x
jener	no	0.9968743324279785	x
berühmte	no	0.9949860572814941	x
Naturforscher	no	0.9935205578804016	x
,	no	0.9997726082801819	x
Spallanzani	no	0.8779297471046448	x
heißt	no	0.7295447587966919	x
und	no	0.9182788729667664	x
italienischer	no	0.9244693517684937	x
Abkunft	no	0.9157702326774597	x
ist	no	0.4989219307899475	x
,	no	0.9965611100196838	x
Collegia	no	0.9198163151741028	x
.	no	0.5961813926696777	x
Der	yes	0.9521142244338989	x
kennt	no	0.9948482513427734	x
den	no	0.9984820485115051	x
Coppola	no	0.9985125660896301	x
schon	no	0.9926778078079224	x
seit	no	0.9960219264030457	x
vielen	no	0.9966840147972107	x
Jahren	no	0.9562889933586121	x
,	no	0.9999862909317017	x
und	no	0.9802641868591309	x
überdem	no	0.9995762705802917	x
hört	no	0.994906485080719	x
man	no	0.9997369647026062	x
es	no	0.996379554271698	x
auch	no	0.9943662881851196	x
seiner	no	0.9984840750694275	x
Aussprache	no	0.99832683801651	x
an	no	0.9985547661781311	x
,	no	0.9999873638153076	x
daß	no	0.6255931258201599	x
er	no	0.6047921180725098	x
wirklich	no	0.6281130909919739	x
Piemonteser	no	0.6747081875801086	x
ist	no	0.5706062316894531	x
.	no	0.7527101039886475	x
Coppelius	yes	0.9416418671607971	x
war	no	0.788140594959259	x
ein	no	0.6706891059875488	x
Deutscher	no	0.8940204977989197	x
,	no	0.9950429201126099	x
aber	no	0.9980081915855408	x
,	no	0.9457430243492126	x
wie	no	0.9977253079414368	x
mich	no	0.9992503523826599	x
dünkt	no	0.9984416365623474	x
,	no	0.9998692274093628	x
kein	no	0.4656592309474945	indirect
ehrlicher	no	0.8351631164550781	indirect
.	no	0.9994134902954102	indirect
Ganz	yes	0.8745356202125549	x
beruhigt	no	0.6262938380241394	x
bin	no	0.7175661325454712	x
ich	no	0.945549726486206	x
nicht	no	0.9367620944976807	x
.	no	0.8929108381271362	x
Haltet	yes	0.9028779864311218	x
Ihr	no	0.9742043614387512	x
,	no	0.9999390840530396	x
Du	no	0.9727537631988525	x
und	no	0.9835532903671265	x
Klara	no	0.9975950121879578	x
,	no	0.9997879862785339	x
mich	no	0.9501038789749146	x
immerhin	no	0.9690773487091064	x
für	no	0.9747411608695984	x
einen	no	0.9780994057655334	x
düstern	no	0.9687022566795349	x
Träumer	no	0.8546509146690369	x
,	no	0.9991933703422546	x
aber	no	0.9927173852920532	x
nicht	no	0.9944835305213928	x
los	no	0.9969239830970764	x
kann	no	0.9979144930839539	x
ich	no	0.9987983703613281	x
den	no	0.9905030727386475	x
Eindruck	no	0.9936205744743347	x
werden	no	0.9947879314422607	x
,	no	0.9983465671539307	x
den	no	0.9861471056938171	x
Coppelius	no	0.9900638461112976	x
’	no	0.9875613451004028	x
verfluchtes	no	0.9880727529525757	x
Gesicht	no	0.9916511178016663	x
auf	no	0.9898967742919922	x
mich	no	0.9933585524559021	x
macht	no	0.9906386137008667	x
.	no	0.7038619518280029	x
Ich	yes	0.9998929500579834	x
bin	no	0.9995482563972473	x
froh	no	0.9993624091148376	x
,	no	0.9999361038208008	x
daß	no	0.7855825424194336	indirect
er	no	0.7107141613960266	indirect
fort	no	0.7317681908607483	indirect
ist	no	0.5768955945968628	indirect
aus	no	0.600881040096283	indirect
der	no	0.696944534778595	indirect
Stadt	no	0.9997404217720032	indirect
,	no	0.932866096496582	x
wie	no	0.7165067195892334	x
mir	no	0.9086101651191711	x
Spallanzani	no	0.9779427647590637	x
sagt	no	0.9955033659934998	x
.	no	0.8398771286010742	x
Dieser	yes	0.9971856474876404	x
Professor	no	0.9980765581130981	x
ist	no	0.9924423694610596	x
ein	no	0.9962342381477356	x
wunderlicher	no	0.9964667558670044	x
Kauz	no	0.9976490139961243	x
.	no	0.926286518573761	x
Ein	yes	0.9998260140419006	x
kleiner	no	0.9966315627098083	x
rundlicher	no	0.9979524612426758	x
Mann	no	0.9983062744140625	x
,	no	0.9998288154602051	x
das	no	0.9961495399475098	x
Gesicht	no	0.9982225298881531	x
mit	no	0.9975464940071106	x
starken	no	0.9968781471252441	x
Backenknochen	no	0.9969401359558105	x
,	no	0.9987940788269043	x
feiner	no	0.9912063479423523	x
Nase	no	0.9961729645729065	x
,	no	0.9986593723297119	x
aufgeworfnen	no	0.9940112233161926	x
Lippen	no	0.9971780776977539	x
,	no	0.9983925223350525	x
kleinen	no	0.9872388243675232	x
stechenden	no	0.9950312376022339	x
Augen	no	0.9977071285247803	x
.	no	0.9980795383453369	x
Doch	yes	0.9916346073150635	x
besser	no	0.9990805387496948	x
als	no	0.9951903820037842	x
in	no	0.9952443242073059	x
jeder	no	0.9966741800308228	x
Beschreibung	no	0.999901294708252	x
siehst	no	0.9954349398612976	x
Du	no	0.9989385008811951	x
ihn	no	0.9882674813270569	x
,	no	0.9998538494110107	x
wenn	no	0.7982193231582642	x
Du	no	0.7723764777183533	x
den	no	0.7518804669380188	x
Cagliostro	no	0.6637074947357178	x
,	no	0.9613991975784302	x
wie	no	0.9348296523094177	x
er	no	0.9836288094520569	x
von	no	0.9813243746757507	x
Chodowiecki	no	0.9772761464118958	x
in	no	0.9765134453773499	x
irgendeinem	no	0.9795799255371094	x
berlinischen	no	0.9822943210601807	x
Taschenkalender	no	0.9764683246612549	x
steht	no	0.9265855550765991	x
,	no	0.9986842274665833	x
anschauest	no	0.9822497963905334	x
.	no	0.5692139863967896	x
–	yes	0.9966146349906921	x
So	no	0.9998645782470703	x
sieht	no	0.9967772364616394	x
Spallanzani	no	0.999110758304596	x
aus	no	0.9981873631477356	x
.	no	0.9955406785011292	x
–	yes	0.9999411106109619	x
Neulich	no	0.9724007844924927	x
steige	no	0.9925609230995178	x
ich	no	0.9983615279197693	x
die	no	0.9929699301719666	x
Treppe	no	0.9973239898681641	x
herauf	no	0.9984745383262634	x
und	no	0.9978417158126831	x
nehme	no	0.9963688850402832	x
wahr	no	0.9984130859375	x
,	no	0.9999629259109497	x
daß	no	0.8836380839347839	x
die	no	0.9048494100570679	x
sonst	no	0.9111306071281433	x
einer	no	0.9137634634971619	x
Glastüre	no	0.8788509964942932	x
dicht	no	0.8681690692901611	x
vorgezogene	no	0.9140142798423767	x
Gardine	no	0.8945058584213257	x
zur	no	0.9254854917526245	x
Seite	no	0.9147030115127563	x
einen	no	0.9642284512519836	x
kleinen	no	0.9778043627738953	x
Spalt	no	0.9788615703582764	x
läßt	no	0.9344492554664612	x
.	no	0.9919710159301758	x
Selbst	yes	0.9960577487945557	x
weiß	no	0.9999669790267944	x
ich	no	0.9999783039093018	x
nicht	no	0.9982398748397827	x
,	no	0.99997878074646	x
wie	no	0.7764648795127869	indirect
ich	no	0.9762583374977112	indirect
dazu	no	0.9870139360427856	indirect
kam	no	0.998790442943573	indirect
,	no	0.9457245469093323	indirect
neugierig	no	0.9647591710090637	indirect
durchzublicken	no	0.9890382289886475	indirect
.	no	0.9956192374229431	indirect
Ein	yes	0.9985093474388123	x
hohes	no	0.9950773119926453	x
,	no	0.9988324046134949	x
sehr	no	0.9921459555625916	x
schlank	no	0.9930069446563721	x
im	no	0.9963317513465881	x
reinsten	no	0.9964612126350403	x
Ebenmaß	no	0.991436779499054	x
gewachsenes	no	0.9950971007347107	x
,	no	0.9984034895896912	x
herrlich	no	0.9878530502319336	x
gekleidetes	no	0.994664192199707	x
Frauenzimmer	no	0.997484564781189	x
