tok	sentstart	freeIndirect_conf	freeIndirect_pred
holde	no	0.9763966202735901	x
Klara	no	0.9862422943115234	x
,	no	0.9914616346359253	x
ich	no	0.9938071370124817	x
schreibe	no	0.9953916072845459	x
ihr	no	0.9957517385482788	x
in	no	0.9959996938705444	x
ruhigerer	no	0.9963184595108032	x
Gemütsstimmung	no	0.9971434473991394	x
.	no	0.9998555183410645	x
Leb	yes	0.9899229407310486	x
wohl	no	0.9890467524528503	x
etc	no	0.9921849370002747	x
.	no	0.9959016442298889	x
etc	no	0.9983213543891907	x
.	no	0.9979414343833923	x
Klara	no	0.9996520280838013	x
an	no	0.9986485838890076	x
Nathanael	no	0.9994913339614868	x
Wahr	no	0.9995200634002686	x
ist	no	0.9987257122993469	x
es	no	0.9986189603805542	x
,	no	0.9986793398857117	x
daß	no	0.99860018491745	x
Du	no	0.9987812638282776	x
recht	no	0.9985672235488892	x
lange	no	0.9985490441322327	x
mir	no	0.9986498951911926	x
nicht	no	0.998619556427002	x
geschrieben	no	0.9987518787384033	x
hast	no	0.9989930987358093	x
,	no	0.9987986087799072	x
aber	no	0.9986581802368164	x
dennoch	no	0.9989107847213745	x
glaube	no	0.9984867572784424	x
ich	no	0.9985629916191101	x
,	no	0.9986490607261658	x
daß	no	0.9985633492469788	x
Du	no	0.9986374974250793	x
mich	no	0.998501181602478	x
in	no	0.9984815716743469	x
Sinn	no	0.9984924793243408	x
und	no	0.9984933137893677	x
Gedanken	no	0.9984277486801147	x
trägst	no	0.9986849427223206	x
.	no	0.9985507130622864	x
Denn	yes	0.9992792010307312	x
meiner	no	0.9991238713264465	x
gedachtest	no	0.998603880405426	x
Du	no	0.9985082745552063	x
wohl	no	0.9985746145248413	x
recht	no	0.9984433054924011	x
lebhaft	no	0.9983600974082947	x
,	no	0.9985137581825256	x
als	no	0.9985637068748474	x
Du	no	0.9987766146659851	x
Deinen	no	0.9986863732337952	x
letzten	no	0.9984728693962097	x
Brief	no	0.9984610080718994	x
an	no	0.9984514713287354	x
Bruder	no	0.9984946250915527	x
Lothar	no	0.9985319375991821	x
absenden	no	0.9985541701316833	x
wolltest	no	0.9987831711769104	x
und	no	0.9986634254455566	x
die	no	0.998522937297821	x
Aufschrift	no	0.9985839128494263	x
,	no	0.998640239238739	x
statt	no	0.9985206723213196	x
an	no	0.9984664916992188	x
ihn	no	0.998543381690979	x
,	no	0.9985945820808411	x
an	no	0.9985059499740601	x
mich	no	0.9986698627471924	x
richtetest	no	0.9987620115280151	x
.	no	0.9996421337127686	x
Freudig	yes	0.98649001121521	x
erbrach	no	0.996159553527832	x
ich	no	0.9979674220085144	x
den	no	0.9986581802368164	x
Brief	no	0.9990735054016113	x
und	no	0.9989948868751526	x
wurde	no	0.9986507296562195	x
den	no	0.9986971020698547	x
Irrtum	no	0.9985136389732361	x
erst	no	0.9987034797668457	x
bei	no	0.9986722469329834	x
den	no	0.9987303614616394	x
Worten	no	0.9986567497253418	x
inne	no	0.998766303062439	x
:	no	0.9998892545700073	x
„	no	0.9996040463447571	x
Ach	no	0.9966323971748352	x
,	no	0.9970230460166931	x
mein	no	0.9975606203079224	x
herzlieber	no	0.9977707862854004	x
Lothar	no	0.998927652835846	x
!	no	0.9995970129966736	x
“	no	0.9999958276748657	x
–	no	0.9513649344444275	x
Nun	no	0.9639154076576233	x
hätte	no	0.9739589095115662	x
ich	no	0.9814509153366089	x
nicht	no	0.9853993654251099	x
weiterlesen	no	0.9882886409759521	x
,	no	0.9895827770233154	x
sondern	no	0.990401566028595	x
den	no	0.9908960461616516	x
Brief	no	0.9912614822387695	x
dem	no	0.9912176132202148	x
Bruder	no	0.9911848902702332	x
geben	no	0.992174506187439	x
sollen	no	0.993084192276001	x
.	no	0.9964854717254639	x
Aber	yes	0.891732394695282	x
hast	no	0.9417988657951355	x
Du	no	0.9628894329071045	x
mir	no	0.9715782999992371	x
auch	no	0.9762864112854004	x
sonst	no	0.9816739559173584	x
manchmal	no	0.9850539565086365	x
in	no	0.9869361519813538	x
kindischer	no	0.9876345992088318	x
Neckerei	no	0.9893268346786499	x
vorgeworfen	no	0.99383544921875	x
,	no	0.9950319528579712	x
ich	no	0.9962008595466614	x
hätte	no	0.996418833732605	x
solch	no	0.9967443943023682	x
ruhiges	no	0.9968795776367188	x
,	no	0.9973360896110535	x
weiblich	no	0.9975311160087585	x
besonnenes	no	0.9976726174354553	x
Gemüt	no	0.9982283711433411	x
,	no	0.9986214637756348	x
daß	no	0.9987301230430603	x
ich	no	0.998731791973114	x
wie	no	0.9986292123794556	x
jene	no	0.9986358284950256	x
Frau	no	0.9986761212348938	x
,	no	0.9988217949867249	x
drohe	no	0.9985588192939758	x
das	no	0.998594343662262	x
Haus	no	0.9986975193023682	x
den	no	0.9986637830734253	x
Einsturz	no	0.9987670183181763	x
,	no	0.9988400340080261	x
noch	no	0.9987288117408752	x
vor	no	0.9986259937286377	x
schneller	no	0.9986172914505005	x
Flucht	no	0.9988685846328735	x
ganz	no	0.9987724423408508	x
geschwinde	no	0.9988502264022827	x
einen	no	0.9986604452133179	x
falschen	no	0.9986929297447205	x
Kniff	no	0.9988811612129211	x
in	no	0.9986639022827148	x
der	no	0.9985926747322083	x
Fenstergardine	no	0.9988149404525757	x
glattstreichen	no	0.9987140893936157	x
würde	no	0.9987911581993103	x
,	no	0.9989917874336243	x
so	no	0.9987766146659851	x
darf	no	0.9987906813621521	x
ich	no	0.9987525939941406	x
doch	no	0.9987276196479797	x
wohl	no	0.9988359808921814	x
kaum	no	0.9987949132919312	x
versichern	no	0.9987004995346069	x
,	no	0.9985979199409485	x
daß	no	0.9985705614089966	x
Deines	no	0.9989063739776611	x
Briefes	no	0.998598039150238	x
Anfang	no	0.9986566305160522	x
mich	no	0.9987063407897949	x
tief	no	0.9987165927886963	x
erschütterte	no	0.9984386563301086	x
.	no	0.9924541115760803	x
Ich	yes	0.999854564666748	x
konnte	no	0.9986887574195862	x
kaum	no	0.9990191459655762	x
atmen	no	0.9991419315338135	x
,	no	0.9987873435020447	x
es	no	0.9988225102424622	x
flimmerte	no	0.9986779093742371	x
mir	no	0.9987251162528992	x
vor	no	0.9987362027168274	x
den	no	0.9987806677818298	x
Augen	no	0.999235987663269	x
.	no	0.999963641166687	x
–	yes	0.9966397285461426	x
Ach	no	0.9466102123260498	x
,	no	0.9121774435043335	x
mein	no	0.9020411968231201	x
herzgeliebter	no	0.893680214881897	x
Nathanael	no	0.8978170156478882	x
!	no	0.9765031337738037	x
was	yes	0.9105625748634338	x
konnte	no	0.8358488082885742	x
so	no	0.8164592981338501	x
Entsetzliches	no	0.8001959919929504	x
in	no	0.8225334286689758	x
Dein	no	0.8234714269638062	x
Leben	no	0.8047879934310913	x
getreten	no	0.7861741781234741	x
sein	no	0.7196308970451355	x
!	no	0.5766872763633728	x
Trennung	yes	0.906826913356781	x
von	no	0.9227983355522156	x
Dir	no	0.9755859375	x
,	no	0.9813668727874756	x
Dich	no	0.9855196475982666	x
niemals	no	0.9874563813209534	x
wiedersehen	no	0.9866859912872314	x
,	no	0.9870136380195618	x
der	no	0.9874016642570496	x
Gedanke	no	0.9874540567398071	x
durchfuhr	no	0.9885785579681396	x
meine	no	0.9881597757339478	x
Brust	no	0.9889770150184631	x
wie	no	0.9898925423622131	x
ein	no	0.9905064702033997	x
glühender	no	0.9914776682853699	x
Dolchstich	no	0.9932982325553894	x
.	no	0.9968107342720032	x
–	yes	0.9950841069221497	x
Ich	no	0.9981354475021362	x
las	no	0.9968653321266174	x
und	no	0.9967870712280273	x
las	no	0.9964442849159241	x
!	no	0.9898987412452698	x
–	yes	0.9963840246200562	x
Deine	no	0.9991438388824463	x
Schilderung	no	0.9984861016273499	x
des	no	0.9984954595565796	x
widerwärtigen	no	0.9986000657081604	x
Coppelius	no	0.9986472725868225	x
ist	no	0.9986203908920288	x
gräßlich	no	0.9984190464019775	x
.	no	0.9911268353462219	x
Erst	yes	0.9995868802070618	x
jetzt	no	0.9990686774253845	x
vernahm	no	0.9982492923736572	x
ich	no	0.9982724189758301	x
,	no	0.998528003692627	x
wie	no	0.9982946515083313	x
Dein	no	0.9983763694763184	x
guter	no	0.9982993006706238	x
alter	no	0.9982379674911499	x
Vater	no	0.998227059841156	x
solch	no	0.9982916712760925	x
entsetzlichen	no	0.998275637626648	x
,	no	0.9984425902366638	x
gewaltsamen	no	0.9984499216079712	x
Todes	no	0.9985552430152893	x
starb	no	0.9983596205711365	x
.	no	0.9677043557167053	x
Bruder	yes	0.9996089339256287	x
Lothar	no	0.9996508359909058	x
,	no	0.9989499449729919	x
dem	no	0.9988364577293396	x
ich	no	0.9988555908203125	x
sein	no	0.9987576007843018	x
Eigentum	no	0.9987660646438599	x
zustellte	no	0.9990127086639404	x
,	no	0.9990473389625549	x
suchte	no	0.9988152980804443	x
mich	no	0.9987420439720154	x
zu	no	0.9985809326171875	x
beruhigen	no	0.998965859413147	x
,	no	0.9989676475524902	x
aber	no	0.9983657002449036	x
es	no	0.9981751441955566	x
gelang	no	0.9980541467666626	x
ihm	no	0.9979686141014099	x
schlecht	no	0.9984669089317322	x
.	no	0.9992715716362	x
Der	yes	0.9249321222305298	x
fatale	no	0.9400845766067505	x
Wetterglashändler	no	0.966611921787262	x
Giuseppe	no	0.9863523244857788	x
Coppola	no	0.9939231276512146	x
verfolgte	no	0.9951057434082031	x
mich	no	0.9958420395851135	x
auf	no	0.9962084293365479	x
Schritt	no	0.9972842931747437	x
und	no	0.9980702996253967	x
Tritt	no	0.9984580278396606	x
,	no	0.9988631010055542	x
und	no	0.9986189603805542	x
beinahe	no	0.9987689852714539	x
schäme	no	0.9986670017242432	x
ich	no	0.9987626075744629	x
mich	no	0.998814582824707	x
,	no	0.9987857937812805	x
es	no	0.9985222220420837	x
zu	no	0.9985244870185852	x
gestehen	no	0.9990456700325012	x
,	no	0.9988275170326233	x
daß	no	0.9985509514808655	x
er	no	0.9985047578811646	x
selbst	no	0.9985792636871338	x
meinen	no	0.9987308382987976	x
gesunden	no	0.9985383749008179	x
,	no	0.9986145496368408	x
sonst	no	0.9986697435379028	x
so	no	0.998571515083313	x
ruhigen	no	0.9985699653625488	x
Schlaf	no	0.9986133575439453	x
in	no	0.9985733032226562	x
allerlei	no	0.9985961318016052	x
wunderlichen	no	0.9985719919204712	x
Traumgebilden	no	0.9986705780029297	x
zerstören	no	0.9986870884895325	x
konnte	no	0.9990045428276062	x
.	no	0.9997244477272034	x
Doch	yes	0.9929516911506653	x
bald	no	0.9940922856330872	x
,	no	0.9942684173583984	x
schon	no	0.9944410920143127	x
den	no	0.9944003224372864	x
andern	no	0.9948203563690186	x
Tag	no	0.9957129955291748	x
,	no	0.9960085153579712	x
hatte	no	0.9955690503120422	x
sich	no	0.9952719807624817	x
alles	no	0.9953334927558899	x
anders	no	0.9948514103889465	x
in	no	0.994721531867981	x
mir	no	0.9937567710876465	x
gestaltet	no	0.9918805956840515	x
.	no	0.9497989416122437	x
Sei	yes	0.9958974123001099	x
mir	no	0.9975278973579407	x
nur	no	0.9978777170181274	x
nicht	no	0.9981186985969543	x
böse	no	0.9985020160675049	x
,	no	0.9986532926559448	x
mein	no	0.9985629916191101	x
Inniggeliebter	no	0.9987234473228455	x
,	no	0.9986163377761841	x
wenn	no	0.9984803795814514	x
Lothar	no	0.9985716342926025	x
Dir	no	0.9987254738807678	x
etwa	no	0.9986714124679565	x
sagen	no	0.9986183643341064	x
möchte	no	0.9986652135848999	x
,	no	0.9986660480499268	x
daß	no	0.9986441731452942	x
ich	no	0.9986611604690552	x
trotz	no	0.9986024498939514	x
Deiner	no	0.9987437129020691	x
seltsamen	no	0.9985697269439697	x
Ahnung	no	0.998649537563324	x
,	no	0.9987258315086365	x
Coppelius	no	0.9988256096839905	x
werde	no	0.9988759160041809	x
Dir	no	0.9989556074142456	x
etwas	no	0.9987037181854248	x
Böses	no	0.9986774325370789	x
antun	no	0.9987603425979614	x
,	no	0.9987019300460815	x
ganz	no	0.9984795451164246	x
heitern	no	0.9985219836235046	x
unbefangenen	no	0.9984252452850342	x
Sinnes	no	0.9986880421638489	x
bin	no	0.9988798499107361	x
,	no	0.9985412359237671	x
wie	no	0.9983495473861694	x
immer	no	0.998421311378479	x
.	no	0.999451220035553	x
Geradeheraus	yes	0.8636199235916138	x
will	no	0.9064825773239136	x
ich	no	0.9211964011192322	x
es	no	0.9308733344078064	x
Dir	no	0.9506516456604004	x
nur	no	0.9615421295166016	x
gestehen	no	0.9736230969429016	x
,	no	0.9777995944023132	x
daß	no	0.9806797504425049	x
,	no	0.9842045903205872	x
wie	no	0.9849036931991577	x
ich	no	0.9871082901954651	x
meine	no	0.9898645281791687	x
,	no	0.9915384650230408	x
alles	no	0.9927940368652344	x
Entsetzliche	no	0.9934718608856201	x
und	no	0.9940463304519653	x
Schreckliche	no	0.9948445558547974	x
,	no	0.9960344433784485	x
wovon	no	0.9964888095855713	x
Du	no	0.9973896145820618	x
sprichst	no	0.9981688261032104	x
,	no	0.9982544779777527	x
nur	no	0.9983875751495361	x
in	no	0.9984337687492371	x
Deinem	no	0.9986721277236938	x
Innern	no	0.9985972046852112	x
vorging	no	0.9989712238311768	x
,	no	0.998788058757782	x
die	no	0.9984716773033142	x
wahre	no	0.9985352754592896	x
wirkliche	no	0.9985148310661316	x
Außenwelt	no	0.9987404942512512	x
aber	no	0.9985948204994202	x
daran	no	0.998588502407074	x
wohl	no	0.9988253712654114	x
wenig	no	0.9986536502838135	x
teilhatte	no	0.9987940788269043	x
.	no	0.9990993738174438	x
Widerwärtig	yes	0.9988142251968384	x
genug	no	0.9985426664352417	x
mag	no	0.9988213181495667	x
der	no	0.9985623955726624	x
alte	no	0.9984934329986572	x
Coppelius	no	0.9985069632530212	x
gewesen	no	0.9987866282463074	x
sein	no	0.9987987279891968	x
,	no	0.9986239671707153	x
aber	no	0.9986158609390259	x
daß	no	0.9985105395317078	x
er	no	0.998400866985321	x
Kinder	no	0.9984124898910522	x
haßte	no	0.9984286427497864	x
,	no	0.9985712766647339	x
das	no	0.9986560344696045	x
brachte	no	0.998410701751709	x
in	no	0.9984012246131897	x
Euch	no	0.9985675811767578	x
Kindern	no	0.9984858632087708	x
wahren	no	0.9986057877540588	x
Abscheu	no	0.998599112033844	x
gegen	no	0.998516857624054	x
ihn	no	0.9985989928245544	x
hervor	no	0.9985120892524719	x
.	no	0.9991031885147095	x
Natürlich	yes	0.9265332818031311	x
verknüpfte	no	0.9385616779327393	x
sich	no	0.9368649125099182	x
nun	no	0.9385630488395691	x
in	no	0.9419698715209961	x
Deinem	no	0.9563257098197937	x
kindischen	no	0.9580704569816589	x
Gemüt	no	0.9572965502738953	x
der	no	0.9595903158187866	x
schreckliche	no	0.9597283005714417	x
Sandmann	no	0.9594596028327942	x
aus	no	0.9620533585548401	x
dem	no	0.9638599157333374	x
Ammenmärchen	no	0.9653276205062866	x
mit	no	0.966471254825592	x
dem	no	0.96856689453125	x
alten	no	0.9708158373832703	x
Coppelius	no	0.9728391170501709	x
,	no	0.9779453873634338	x
der	no	0.9799882173538208	x
Dir	no	0.9828998446464539	x
,	no	0.9857953786849976	x
glaubtest	no	0.9867737293243408	x
Du	no	0.9882567524909973	x
auch	no	0.9878276586532593	x
nicht	no	0.9881220459938049	x
an	no	0.988021194934845	x
den	no	0.9879308938980103	x
Sandmann	no	0.988767683506012	x
,	no	0.9890897870063782	x
ein	no	0.9888275861740112	x
gespenstischer	no	0.9884669780731201	x
,	no	0.9886747002601624	x
Kindern	no	0.988559901714325	x
vorzüglich	no	0.9891149997711182	x
gefährlicher	no	0.9896667003631592	x
Unhold	no	0.9905641078948975	x
blieb	no	0.9904850721359253	x
.	no	0.996440589427948	x
Das	yes	0.8593177199363708	x
unheimliche	no	0.8544433116912842	x
Treiben	no	0.8568156361579895	x
mit	no	0.8626277446746826	x
Deinem	no	0.8980802893638611	x
Vater	no	0.9118980169296265	x
zur	no	0.9216994643211365	x
Nachtzeit	no	0.9390547275543213	x
war	no	0.9381815791130066	x
wohl	no	0.9467683434486389	x
nichts	no	0.9547628164291382	x
anders	no	0.9639716148376465	x
,	no	0.9644163250923157	x
als	no	0.9642032980918884	x
daß	no	0.9654806852340698	x
beide	no	0.9665499925613403	x
insgeheim	no	0.968760073184967	x
alchimistische	no	0.9701593518257141	x
Versuche	no	0.972435712814331	x
machten	no	0.9746038317680359	x
,	no	0.9776981472969055	x
womit	no	0.9794009327888489	x
die	no	0.9799822568893433	x
Mutter	no	0.980510413646698	x
nicht	no	0.9824460744857788	x
zufrieden	no	0.9845378398895264	x
sein	no	0.9867042303085327	x
konnte	no	0.9896573424339294	x
,	no	0.9911726117134094	x
da	no	0.9919396042823792	x
gewiß	no	0.993390679359436	x
viel	no	0.9943866729736328	x
Geld	no	0.9954720735549927	x
unnütz	no	0.9960857629776001	x
verschleudert	no	0.9970321655273438	x
und	no	0.9973875880241394	x
obendrein	no	0.9978739023208618	x
,	no	0.9980954527854919	x
wie	no	0.9981483221054077	x
es	no	0.9982433319091797	x
immer	no	0.9984052777290344	x
mit	no	0.9984515905380249	x
solchen	no	0.9986158609390259	x
Laboranten	no	0.998762845993042	x
der	no	0.9986594915390015	x
Fall	no	0.9988024234771729	x
sein	no	0.9987655878067017	x
soll	no	0.9990057349205017	x
,	no	0.9986833930015564	x
des	no	0.99861741065979	x
Vaters	no	0.9986019730567932	x
Gemüt	no	0.9986360669136047	x
,	no	0.998595654964447	x
ganz	no	0.998531699180603	x
von	no	0.9985042810440063	x
dem	no	0.9985373020172119	x
trügerischen	no	0.9985654950141907	x
Drange	no	0.9985454082489014	x
nach	no	0.998563826084137	x
hoher	no	0.9986532926559448	x
Weisheit	no	0.9986932873725891	x
erfüllt	no	0.9987455606460571	x
,	no	0.9986196756362915	x
der	no	0.9984657764434814	x
Familie	no	0.9985224604606628	x
abwendig	no	0.9985938668251038	x
gemacht	no	0.9986777901649475	x
wurde	no	0.9985274076461792	x
.	no	0.9964141845703125	x
Der	yes	0.9996838569641113	x
Vater	no	0.9988620281219482	x
hat	no	0.9987358450889587	x
wohl	no	0.9987216591835022	x
gewiß	no	0.9986985921859741	x
durch	no	0.9986031651496887	x
eigne	no	0.9985793828964233	x
Unvorsichtigkeit	no	0.9985602498054504	x
seinen	no	0.9985210299491882	x
Tod	no	0.9985355138778687	x
herbeigeführt	no	0.9986199140548706	x
,	no	0.9986183643341064	x
und	no	0.9985734224319458	x
Coppelius	no	0.9988275170326233	x
ist	no	0.998537540435791	x
nicht	no	0.9984910488128662	x
schuld	no	0.9982700347900391	x
daran	no	0.9982187151908875	x
.	no	0.9986080527305603	x
Glaubst	yes	0.9211004376411438	x
Du	no	0.9689221382141113	x
,	no	0.9759121537208557	x
daß	no	0.978870153427124	x
ich	no	0.9821548461914062	x
den	no	0.9838301539421082	x
erfahrnen	no	0.9853115081787109	x
Nachbar	no	0.9867455363273621	x
Apotheker	no	0.9892332553863525	x
gestern	no	0.9919312596321106	x
frug	no	0.9933863282203674	x
,	no	0.9943892359733582	x
ob	no	0.9941537976264954	x
wohl	no	0.9946445226669312	x
bei	no	0.9947137236595154	x
chemischen	no	0.9950277209281921	x
Versuchen	no	0.9953977465629578	x
eine	no	0.9954637885093689	x
solche	no	0.9957589507102966	x
augenblicklich	no	0.9960899353027344	x
tötende	no	0.9962041974067688	x
Explosion	no	0.9965259432792664	x
möglich	no	0.9971889853477478	x
sei	no	0.997534990310669	x
.	no	0.949801504611969	x
Der	yes	0.9995997548103333	x
sagte	no	0.9989131689071655	x
:	no	0.9991204142570496	x
„	no	0.999705970287323	x
Ei	no	0.9975124597549438	x
,	no	0.9975807666778564	x
allerdings	no	0.9986628293991089	x
“	no	0.999925971031189	x
und	no	0.9973046779632568	x
beschrieb	no	0.997373104095459	x
mir	no	0.9975613355636597	x
nach	no	0.9975186586380005	x
seiner	no	0.9973795413970947	x
Art	no	0.9973217844963074	x
gar	no	0.9973363280296326	x
weitläufig	no	0.9972199201583862	x
und	no	0.9973739385604858	x
umständlich	no	0.997509241104126	x
,	no	0.9979687333106995	x
wie	no	0.9978379607200623	x
das	no	0.9979760050773621	x
zugehen	no	0.9984514713287354	x
könne	no	0.9990487694740295	x
,	no	0.9988277554512024	x
und	no	0.9985118508338928	x
nannte	no	0.9982965588569641	x
dabei	no	0.9982262253761292	x
so	no	0.9981592297554016	x
viel	no	0.9981689453125	x
sonderbar	no	0.9980534315109253	x
klingende	no	0.9979628324508667	x
Namen	no	0.9980713725090027	x
,	no	0.9983371496200562	x
die	no	0.9982681274414062	x
ich	no	0.9984489679336548	x
gar	no	0.9984941482543945	x
nicht	no	0.9986366629600525	x
zu	no	0.9984996318817139	x
behalten	no	0.9985721111297607	x
vermochte	no	0.9985890984535217	x
.	no	0.9996826648712158	x
–	yes	0.6318279504776001	x
Nun	no	0.9524567723274231	x
wirst	no	0.9693729281425476	x
Du	no	0.9781973958015442	x
wohl	no	0.9840729832649231	x
unwillig	no	0.9870997071266174	x
werden	no	0.9863835573196411	x
über	no	0.9884662628173828	x
Deine	no	0.9912742972373962	x
Klara	no	0.9923722743988037	x
,	no	0.9937963485717773	x
Du	no	0.9961841702461243	x
wirst	no	0.9959558248519897	x
sagen	no	0.9944738745689392	x
:	no	0.9898577332496643	x
„	no	0.997443437576294	x
In	no	0.9969992637634277	x
dies	no	0.9960166811943054	x
kalte	no	0.9957011342048645	x
Gemüt	no	0.9969360828399658	x
dringt	no	0.9972814321517944	x
kein	no	0.9974523186683655	x
Strahl	no	0.9977103471755981	x
des	no	0.9977739453315735	x
Geheimnisvollen	no	0.9981631636619568	x
,	no	0.9983081817626953	x
das	no	0.9982746839523315	x
den	no	0.9982585310935974	x
Menschen	no	0.9983342289924622	x
oft	no	0.9984519481658936	x
mit	no	0.9984480142593384	x
unsichtbaren	no	0.998456597328186	x
Armen	no	0.9985672235488892	x
umfaßt	no	0.9988032579421997	x
;	no	0.9995715022087097	x
sie	no	0.998076319694519	x
erschaut	no	0.9979373216629028	x
nur	no	0.9978959560394287	x
die	no	0.9978583455085754	x
bunte	no	0.9978306889533997	x
Oberfläche	no	0.9979027509689331	x
der	no	0.9979137778282166	x
Welt	no	0.9981735944747925	x
und	no	0.9984176158905029	x
freut	no	0.9984418749809265	x
sich	no	0.9985021352767944	x
wie	no	0.9985356330871582	x
das	no	0.9985488057136536	x
kindische	no	0.9984925985336304	x
Kind	no	0.9986587762832642	x
über	no	0.9985923171043396	x
die	no	0.9985753297805786	x
goldgleißende	no	0.9985515475273132	x
Frucht	no	0.9987449645996094	x
,	no	0.9987698197364807	x
in	no	0.9985289573669434	x
deren	no	0.998508632183075	x
Innern	no	0.9986261129379272	x
tödliches	no	0.9986851811408997	x
Gift	no	0.9989126920700073	x
verborgen.	no	0.9998210072517395	x
“	no	0.9999940395355225	x
Ach	no	0.7096055746078491	x
,	no	0.5069247484207153	x
mein	no	0.551194429397583	x
herzgeliebter	no	0.5996556282043457	x
Nathanael	no	0.5932170152664185	x
!	no	0.6324743628501892	x
glaubst	yes	0.8917177319526672	x
Du	no	0.9474091529846191	x
denn	no	0.9624801278114319	x
nicht	no	0.9699227809906006	x
,	no	0.9723672270774841	x
daß	no	0.9733138680458069	x
auch	no	0.9736218452453613	x
in	no	0.9748287200927734	x
heitern	no	0.9746947288513184	x
–	no	0.9826886653900146	x
unbefangenen	no	0.981880784034729	x
–	no	0.989697277545929	x
sorglosen	no	0.9896818995475769	x
Gemütern	no	0.9911850094795227	x
die	no	0.9917123317718506	x
Ahnung	no	0.9920907020568848	x
wohnen	no	0.9939084053039551	x
könne	no	0.9961231350898743	x
von	no	0.9964767098426819	x
einer	no	0.9966578483581543	x
dunklen	no	0.9966524243354797	x
Macht	no	0.9974915981292725	x
,	no	0.9978328347206116	x
die	no	0.9978541731834412	x
feindlich	no	0.9981535077095032	x
uns	no	0.998377799987793	x
in	no	0.9984538555145264	x
unserm	no	0.9985827207565308	x
eignen	no	0.9986205101013184	x
Selbst	no	0.9987217783927917	x
zu	no	0.9984845519065857	x
verderben	no	0.9985027313232422	x
strebt	no	0.9984377026557922	x
?	no	0.986409068107605	x
–	yes	0.9982932209968567	x
Aber	no	0.9997398257255554	x
verzeih	no	0.9993945360183716	x
es	no	0.9989230036735535	x
mir	no	0.9989620447158813	x
,	no	0.9987712502479553	x
wenn	no	0.9986839890480042	x
ich	no	0.9986509680747986	x
einfältig	no	0.9986947178840637	x
Mädchen	no	0.9986373782157898	x
mich	no	0.9985660910606384	x
unterfange	no	0.9986698627471924	x
,	no	0.9986847043037415	x
auf	no	0.9985632300376892	x
irgendeine	no	0.9985595345497131	x
Weise	no	0.9987038373947144	x
mir	no	0.9986916184425354	x
anzudeuten	no	0.9987956285476685	x
,	no	0.9986603260040283	x
was	no	0.9984933137893677	x
ich	no	0.9985699653625488	x
eigentlich	no	0.9986072182655334	x
von	no	0.9984980821609497	x
solchem	no	0.9985721111297607	x
Kampfe	no	0.9986553192138672	x
im	no	0.9985872507095337	x
Innern	no	0.9985894560813904	x
glaube	no	0.9988634586334229	x
.	no	0.9969304203987122	x
–	yes	0.9993744492530823	x
Ich	no	0.9997332692146301	x
finde	no	0.998663067817688	x
wohl	no	0.9986703395843506	x
gar	no	0.9986612796783447	x
am	no	0.9987865090370178	x
Ende	no	0.9987186193466187	x
nicht	no	0.9987037181854248	x
die	no	0.9985970854759216	x
rechten	no	0.9986816048622131	x
Worte	no	0.9988293051719666	x
,	no	0.9987391829490662	x
und	no	0.9987137317657471	x
Du	no	0.9992201328277588	x
lachst	no	0.9984639883041382	x
mich	no	0.9986017346382141	x
aus	no	0.9985981583595276	x
,	no	0.9985858201980591	x
nicht	no	0.9985912442207336	x
weil	no	0.9985600113868713	x
ich	no	0.9985604882240295	x
was	no	0.9985886216163635	x
Dummes	no	0.9986146688461304	x
meine	no	0.9988071918487549	x
,	no	0.9986461997032166	x
sondern	no	0.9985464215278625	x
weil	no	0.9985697269439697	x
ich	no	0.9985352754592896	x
mich	no	0.9984858632087708	x
so	no	0.998428463935852	x
ungeschickt	no	0.9984341263771057	x
anstelle	no	0.9986308217048645	x
,	no	0.9986164569854736	x
es	no	0.9984884262084961	x
zu	no	0.9984700083732605	x
sagen	no	0.9987797141075134	x
.	no	0.9994377493858337	x
Gibt	yes	0.8118475675582886	x
es	no	0.8570616245269775	x
eine	no	0.8684247732162476	x
dunkle	no	0.8763816952705383	x
Macht	no	0.9129586219787598	x
,	no	0.924260139465332	x
die	no	0.9260581731796265	x
so	no	0.9286755323410034	x
recht	no	0.9362400770187378	x
feindlich	no	0.9476122856140137	x
und	no	0.9533571600914001	x
verräterisch	no	0.9636848568916321	x
einen	no	0.9669262170791626	x
Faden	no	0.9687661528587341	x
in	no	0.9709218144416809	x
unser	no	0.9726113080978394	x
Inneres	no	0.9749157428741455	x
legt	no	0.9802427887916565	x
,	no	0.9835530519485474	x
woran	no	0.9845939874649048	x
sie	no	0.9845332503318787	x
uns	no	0.9855756759643555	x
dann	no	0.9872778654098511	x
festpackt	no	0.9909118413925171	x
und	no	0.9920046925544739	x
fortzieht	no	0.99483722448349	x
auf	no	0.9953051805496216	x
einem	no	0.9956520199775696	x
gefahrvollen	no	0.9960441589355469	x
verderblichen	no	0.9964696168899536	x
Wege	no	0.9976627826690674	x
,	no	0.997899055480957	x
den	no	0.9979135394096375	x
wir	no	0.9980425834655762	x
sonst	no	0.9982995390892029	x
nicht	no	0.9984297156333923	x
betreten	no	0.9986296892166138	x
haben	no	0.9986771941184998	x
würden	no	0.9979191422462463	x
–	no	0.9987747073173523	x
gibt	no	0.9994872808456421	x
es	no	0.9987429976463318	x
eine	no	0.9985768795013428	x
solche	no	0.9986556768417358	x
Macht	no	0.9989263415336609	x
