tok	sentstart	direct_conf	direct_pred
ist	no	0.5161092281341553	direct
gräßlich	no	0.8177158236503601	direct
.	no	0.9961431622505188	direct
Erst	yes	0.83672696352005	direct
jetzt	no	0.7050480246543884	direct
vernahm	no	0.5634055137634277	direct
ich	no	0.5943185091018677	direct
,	no	0.9101846218109131	direct
wie	no	0.8006150722503662	direct
Dein	no	0.5904605388641357	direct
guter	no	0.5085042715072632	direct
alter	no	0.5906620621681213	direct
Vater	no	0.5237049460411072	direct
solch	no	0.5792931318283081	direct
entsetzlichen	no	0.6373769044876099	direct
,	no	0.565184473991394	direct
gewaltsamen	no	0.7108262777328491	direct
Todes	no	0.9031009078025818	direct
starb	no	0.8384239077568054	direct
.	no	0.67232346534729	direct
Bruder	yes	0.8876726627349854	direct
Lothar	no	0.8554330468177795	direct
,	no	0.6560637354850769	direct
dem	no	0.6262832880020142	direct
ich	no	0.7507762312889099	direct
sein	no	0.7464603781700134	direct
Eigentum	no	0.8097333312034607	direct
zustellte	no	0.9150567650794983	direct
,	no	0.7951106429100037	direct
suchte	no	0.7434230446815491	direct
mich	no	0.7847267985343933	direct
zu	no	0.8128190636634827	direct
beruhigen	no	0.9066240787506104	direct
,	no	0.5597111582756042	direct
aber	no	0.6751987934112549	direct
es	no	0.7847121953964233	direct
gelang	no	0.7871398329734802	direct
ihm	no	0.7605993151664734	direct
schlecht	no	0.7528181672096252	direct
.	no	0.9076377749443054	direct
Der	yes	0.5092931389808655	direct
fatale	no	0.5769880414009094	direct
Wetterglashändler	no	0.639980137348175	direct
Giuseppe	no	0.7092459201812744	direct
Coppola	no	0.7713443636894226	direct
verfolgte	no	0.6738086938858032	direct
mich	no	0.6487367153167725	direct
auf	no	0.59722501039505	direct
Schritt	no	0.6007491946220398	direct
und	no	0.501024067401886	direct
Tritt	no	0.6055098176002502	direct
,	no	0.85300213098526	direct
und	no	0.6087638735771179	direct
beinahe	no	0.6626346707344055	direct
schäme	no	0.5780524015426636	direct
ich	no	0.6827332377433777	direct
mich	no	0.6368529796600342	direct
,	no	0.816760241985321	direct
es	no	0.5915710926055908	direct
zu	no	0.5256306529045105	direct
gestehen	no	0.5214968323707581	direct
,	no	0.8749865293502808	direct
daß	no	0.6375111937522888	direct
er	no	0.5093074440956116	direct
selbst	no	0.5783483386039734	direct
meinen	no	0.6537243127822876	direct
gesunden	no	0.641237199306488	direct
,	no	0.6428465247154236	direct
sonst	no	0.67392498254776	direct
so	no	0.6564950942993164	direct
ruhigen	no	0.6493323445320129	direct
Schlaf	no	0.657470166683197	direct
in	no	0.674660325050354	direct
allerlei	no	0.6768209934234619	direct
wunderlichen	no	0.6858490705490112	direct
Traumgebilden	no	0.7731722593307495	direct
zerstören	no	0.7895908355712891	direct
konnte	no	0.6669299602508545	direct
.	no	0.5603551268577576	direct
Doch	yes	0.6374593377113342	direct
bald	no	0.604571521282196	direct
,	no	0.6145620942115784	direct
schon	no	0.5063421726226807	direct
den	no	0.5256627798080444	direct
andern	no	0.5914390087127686	direct
Tag	no	0.7071759104728699	direct
,	no	0.5608741641044617	direct
hatte	no	0.5092549324035645	direct
sich	no	0.5133185386657715	direct
alles	no	0.5351649522781372	direct
anders	no	0.5394824743270874	direct
in	no	0.5244055390357971	direct
mir	no	0.5657243728637695	direct
gestaltet	no	0.7702518701553345	direct
.	no	0.966620683670044	direct
Sei	yes	0.6353439688682556	direct
mir	no	0.5034427046775818	direct
nur	no	0.5946996808052063	direct
nicht	no	0.576655387878418	direct
böse	no	0.6744593977928162	direct
,	no	0.6955874562263489	direct
mein	no	0.5804322957992554	direct
Inniggeliebter	no	0.884432315826416	direct
,	no	0.6161046624183655	direct
wenn	no	0.7136871218681335	direct
Lothar	no	0.7845303416252136	direct
Dir	no	0.7063116431236267	direct
etwa	no	0.707641065120697	direct
sagen	no	0.5612822771072388	direct
möchte	no	0.540427029132843	direct
,	no	0.7903496026992798	direct
daß	no	0.5007106065750122	direct
ich	no	0.6503098607063293	direct
trotz	no	0.7082910537719727	direct
Deiner	no	0.6710144281387329	direct
seltsamen	no	0.6718844175338745	direct
Ahnung	no	0.7026227116584778	direct
,	no	0.7156640887260437	direct
Coppelius	no	0.8971218466758728	direct
werde	no	0.797923743724823	direct
Dir	no	0.7492336630821228	direct
etwas	no	0.7208649516105652	direct
Böses	no	0.7630043029785156	direct
antun	no	0.8168164491653442	direct
,	no	0.6801884770393372	direct
ganz	no	0.7180728912353516	direct
heitern	no	0.7193692326545715	direct
unbefangenen	no	0.6819462180137634	direct
Sinnes	no	0.7987418174743652	direct
bin	no	0.8877732157707214	direct
,	no	0.6982108950614929	direct
wie	no	0.6686968803405762	direct
immer	no	0.7210838794708252	direct
.	no	0.944655179977417	direct
Geradeheraus	yes	0.747677743434906	x
will	no	0.681857705116272	x
ich	no	0.5660449266433716	x
es	no	0.6756454110145569	x
Dir	no	0.8168862462043762	x
nur	no	0.8360786437988281	x
gestehen	no	0.8263444900512695	x
,	no	0.5772397518157959	x
daß	no	0.6901809573173523	x
,	no	0.6879280209541321	x
wie	no	0.6810228824615479	x
ich	no	0.6551472544670105	x
meine	no	0.6403215527534485	x
,	no	0.5067548751831055	x
alles	no	0.5233511924743652	x
Entsetzliche	no	0.5588832497596741	x
und	no	0.5089544653892517	x
Schreckliche	no	0.5161369442939758	x
,	no	0.5239484906196594	x
wovon	no	0.6165245771408081	x
Du	no	0.5811004638671875	x
sprichst	no	0.7675315141677856	x
,	no	0.6621564030647278	x
nur	no	0.6878777742385864	x
in	no	0.6969504356384277	x
Deinem	no	0.6771475076675415	x
Innern	no	0.6942843198776245	x
vorging	no	0.756832480430603	x
,	no	0.5265581607818604	x
die	no	0.5097697973251343	x
wahre	no	0.5098515748977661	x
wirkliche	no	0.5105976462364197	x
Außenwelt	no	0.5296006798744202	x
aber	no	0.5081544518470764	x
daran	no	0.5805466771125793	x
wohl	no	0.5733328461647034	x
wenig	no	0.4984291195869446	x
teilhatte	no	0.7780920267105103	x
.	no	0.9872593283653259	x
Widerwärtig	yes	0.7449382543563843	x
genug	no	0.5098422169685364	x
mag	no	0.6189017295837402	x
der	no	0.6041548252105713	x
alte	no	0.600506603717804	x
Coppelius	no	0.5334782004356384	x
gewesen	no	0.657662034034729	x
sein	no	0.6635032892227173	x
,	no	0.8281453251838684	x
aber	no	0.7497814297676086	x
daß	no	0.7160088419914246	x
er	no	0.7516726851463318	x
Kinder	no	0.7270755767822266	x
haßte	no	0.6977155208587646	x
,	no	0.7227287292480469	x
das	no	0.7250834107398987	x
brachte	no	0.7221980690956116	x
in	no	0.717267632484436	x
Euch	no	0.7459518313407898	x
Kindern	no	0.6980302929878235	x
wahren	no	0.741455078125	x
Abscheu	no	0.6783179640769958	x
gegen	no	0.7216012477874756	x
ihn	no	0.7052510976791382	x
hervor	no	0.6423951387405396	x
.	no	0.596491277217865	x
Natürlich	yes	0.6239698529243469	direct
verknüpfte	no	0.8272528648376465	direct
sich	no	0.8490402698516846	direct
nun	no	0.8445765376091003	direct
in	no	0.7905468344688416	direct
Deinem	no	0.8046006560325623	direct
kindischen	no	0.8490657210350037	direct
Gemüt	no	0.8728811740875244	direct
der	no	0.9042208790779114	direct
schreckliche	no	0.9284240007400513	direct
Sandmann	no	0.9220011234283447	direct
aus	no	0.9031236171722412	direct
dem	no	0.907774806022644	direct
Ammenmärchen	no	0.8769219517707825	direct
mit	no	0.890312671661377	direct
dem	no	0.9253140091896057	direct
alten	no	0.9540796279907227	direct
Coppelius	no	0.9339669346809387	direct
,	no	0.9908891320228577	direct
der	no	0.926767885684967	direct
Dir	no	0.8471608757972717	direct
,	no	0.9524882435798645	direct
glaubtest	no	0.8642812371253967	direct
Du	no	0.7209932208061218	direct
auch	no	0.7904230356216431	direct
nicht	no	0.8237125873565674	direct
an	no	0.7926819324493408	direct
den	no	0.7282134294509888	direct
Sandmann	no	0.568904459476471	direct
,	no	0.6541134715080261	direct
ein	no	0.6922736167907715	direct
gespenstischer	no	0.736557126045227	direct
,	no	0.7673031091690063	direct
Kindern	no	0.5333160758018494	direct
vorzüglich	no	0.5131295323371887	direct
gefährlicher	no	0.553443193435669	direct
Unhold	no	0.5160415768623352	direct
blieb	no	0.509293794631958	direct
.	no	0.7436832785606384	direct
Das	yes	0.6599263548851013	x
unheimliche	no	0.7827407121658325	x
Treiben	no	0.7505884170532227	x
mit	no	0.647803544998169	x
Deinem	no	0.6117420196533203	x
Vater	no	0.6392256021499634	x
zur	no	0.7183780670166016	x
Nachtzeit	no	0.7553576231002808	x
war	no	0.7669984698295593	x
wohl	no	0.7645457983016968	x
nichts	no	0.7583097219467163	x
anders	no	0.7168257236480713	x
,	no	0.8224664330482483	x
als	no	0.8049530386924744	x
daß	no	0.8030136227607727	x
beide	no	0.8316060900688171	x
insgeheim	no	0.8335717916488647	x
alchimistische	no	0.85514235496521	x
Versuche	no	0.8410595655441284	x
machten	no	0.8123956918716431	x
,	no	0.8379122614860535	x
womit	no	0.8371490836143494	x
die	no	0.8638203740119934	x
Mutter	no	0.8558085560798645	x
nicht	no	0.8531215190887451	x
zufrieden	no	0.8813900947570801	x
sein	no	0.8869653940200806	x
konnte	no	0.89638751745224	x
,	no	0.9347370862960815	x
da	no	0.9147219061851501	x
gewiß	no	0.9188807010650635	x
viel	no	0.9188549518585205	x
Geld	no	0.917405903339386	x
unnütz	no	0.9206547141075134	x
verschleudert	no	0.9169890880584717	x
und	no	0.9106128215789795	x
obendrein	no	0.8887243866920471	x
,	no	0.9002336859703064	x
wie	no	0.9325358867645264	x
es	no	0.9328129887580872	x
immer	no	0.9309589862823486	x
mit	no	0.926222562789917	x
solchen	no	0.9302389025688171	x
Laboranten	no	0.9283021688461304	x
der	no	0.9481267333030701	x
Fall	no	0.9494681358337402	x
sein	no	0.9497557878494263	x
soll	no	0.951749324798584	x
,	no	0.9621413946151733	x
des	no	0.9651291370391846	x
Vaters	no	0.965822160243988	x
Gemüt	no	0.9619419574737549	x
,	no	0.967128336429596	x
ganz	no	0.9710441827774048	x
von	no	0.9716721773147583	x
dem	no	0.9769487977027893	x
trügerischen	no	0.9798754453659058	x
Drange	no	0.9784612059593201	x
nach	no	0.9792440533638	x
hoher	no	0.9809556603431702	x
Weisheit	no	0.9780474305152893	x
erfüllt	no	0.9750679731369019	x
,	no	0.9808903932571411	x
der	no	0.9829387664794922	x
Familie	no	0.9841212034225464	x
abwendig	no	0.9783583879470825	x
gemacht	no	0.9753826856613159	x
wurde	no	0.9759317636489868	x
.	no	0.9730578064918518	x
Der	yes	0.9897721409797668	x
Vater	no	0.9884657859802246	x
hat	no	0.9811134338378906	x
wohl	no	0.9825608134269714	x
gewiß	no	0.9816958904266357	x
durch	no	0.9840434193611145	x
eigne	no	0.985679566860199	x
Unvorsichtigkeit	no	0.9823446273803711	x
seinen	no	0.9836426973342896	x
Tod	no	0.9725648164749146	x
herbeigeführt	no	0.9539812207221985	x
,	no	0.9914911389350891	x
und	no	0.9918864369392395	x
Coppelius	no	0.9958273768424988	x
ist	no	0.9844856262207031	x
nicht	no	0.9871177077293396	x
schuld	no	0.9851726293563843	x
daran	no	0.9888047575950623	x
.	no	0.9919337034225464	x
Glaubst	yes	0.721644937992096	x
Du	no	0.6335924863815308	x
,	no	0.8106930255889893	x
daß	no	0.7353986501693726	x
ich	no	0.6378240585327148	x
den	no	0.6697406768798828	x
erfahrnen	no	0.6201857924461365	x
Nachbar	no	0.5037696361541748	x
Apotheker	no	0.6307556629180908	x
gestern	no	0.6258867979049683	x
frug	no	0.7245602607727051	x
,	no	0.951854407787323	x
ob	no	0.8362116813659668	x
wohl	no	0.7508546113967896	x
bei	no	0.7732477188110352	x
chemischen	no	0.7808279991149902	x
Versuchen	no	0.7505384087562561	x
eine	no	0.7587342262268066	x
solche	no	0.7455723285675049	x
augenblicklich	no	0.7088793516159058	x
tötende	no	0.6275143623352051	x
Explosion	no	0.5258244872093201	x
möglich	no	0.5562765598297119	x
sei	no	0.7063549160957336	x
.	no	0.9801843762397766	x
Der	yes	0.615909993648529	x
sagte	no	0.7943170070648193	x
:	no	0.9995825886726379	x
„	no	0.7613976001739502	direct
Ei	no	0.9974483251571655	direct
,	no	0.9966101050376892	direct
allerdings	no	0.9980546236038208	direct
“	no	0.9998534917831421	direct
und	no	0.777877688407898	x
beschrieb	no	0.9706624150276184	x
mir	no	0.9676573276519775	x
nach	no	0.9644626975059509	x
seiner	no	0.9593127965927124	x
Art	no	0.9612810015678406	x
gar	no	0.970153272151947	x
weitläufig	no	0.9739255905151367	x
und	no	0.9625208377838135	x
umständlich	no	0.9748154878616333	x
,	no	0.9948678016662598	x
wie	no	0.9773488640785217	x
das	no	0.9745372533798218	x
zugehen	no	0.9639250636100769	x
könne	no	0.9384859800338745	x
,	no	0.990341067314148	x
und	no	0.984027624130249	x
nannte	no	0.9883620142936707	x
dabei	no	0.9861889481544495	x
so	no	0.9883590936660767	x
viel	no	0.9874536991119385	x
sonderbar	no	0.9893011450767517	x
klingende	no	0.9885864853858948	x
Namen	no	0.9854851365089417	x
,	no	0.9958949089050293	x
die	no	0.978375256061554	x
ich	no	0.9821866750717163	x
gar	no	0.9877246022224426	x
nicht	no	0.9874288439750671	x
zu	no	0.9865049719810486	x
behalten	no	0.9877408146858215	x
vermochte	no	0.9876621961593628	x
.	no	0.9871305823326111	x
–	yes	0.9889527559280396	direct
Nun	no	0.4826272428035736	direct
wirst	no	0.8690390586853027	direct
Du	no	0.8527047038078308	direct
wohl	no	0.8104877471923828	direct
unwillig	no	0.755018413066864	direct
werden	no	0.8474134206771851	direct
über	no	0.8450767397880554	direct
Deine	no	0.7998825907707214	direct
Klara	no	0.976666271686554	direct
,	no	0.9334216117858887	direct
Du	no	0.9727892875671387	direct
wirst	no	0.9530330300331116	direct
sagen	no	0.8988635540008545	direct
:	no	0.9867153763771057	direct
„	no	0.9686074256896973	direct
In	no	0.9907270669937134	direct
dies	no	0.989262044429779	direct
kalte	no	0.9894036054611206	direct
Gemüt	no	0.9942949414253235	direct
dringt	no	0.994806706905365	direct
kein	no	0.9933176040649414	direct
Strahl	no	0.9943966865539551	direct
des	no	0.9942306280136108	direct
Geheimnisvollen	no	0.9962969422340393	direct
,	no	0.9914873838424683	direct
das	no	0.9944199919700623	direct
den	no	0.993333637714386	direct
Menschen	no	0.9960732460021973	direct
oft	no	0.995101809501648	direct
mit	no	0.9933463335037231	direct
unsichtbaren	no	0.9940587282180786	direct
Armen	no	0.9963330030441284	direct
umfaßt	no	0.9966944456100464	direct
;	no	0.9875257015228271	direct
sie	no	0.9933910369873047	direct
erschaut	no	0.99467933177948	direct
nur	no	0.9947852492332458	direct
die	no	0.994279146194458	direct
bunte	no	0.9928299784660339	direct
Oberfläche	no	0.993915855884552	direct
der	no	0.99400794506073	direct
Welt	no	0.9946154952049255	direct
und	no	0.9951149225234985	direct
freut	no	0.994724452495575	direct
sich	no	0.9933443069458008	direct
wie	no	0.9943895936012268	direct
das	no	0.9934752583503723	direct
kindische	no	0.9914935827255249	direct
Kind	no	0.9944830536842346	direct
über	no	0.9946129322052002	direct
die	no	0.9944618344306946	direct
goldgleißende	no	0.993611752986908	direct
Frucht	no	0.9953513145446777	direct
,	no	0.9907281398773193	direct
in	no	0.9945147037506104	direct
deren	no	0.9951483607292175	direct
Innern	no	0.9954195022583008	direct
tödliches	no	0.9944286346435547	direct
Gift	no	0.9944274425506592	direct
verborgen.	no	0.9934301972389221	direct
“	no	0.9999561309814453	direct
Ach	no	0.6994824409484863	direct
,	no	0.8944544792175293	direct
mein	no	0.5087373852729797	direct
herzgeliebter	no	0.825049877166748	direct
Nathanael	no	0.9439876079559326	direct
!	no	0.9782031774520874	direct
glaubst	yes	0.4729878008365631	direct
Du	no	0.5177836418151855	direct
denn	no	0.5861825942993164	direct
nicht	no	0.6388473510742188	direct
,	no	0.5606929659843445	direct
daß	no	0.5838510394096375	direct
auch	no	0.6890058517456055	direct
in	no	0.7923200726509094	direct
heitern	no	0.8611926436424255	direct
–	no	0.8305537700653076	direct
unbefangenen	no	0.805530846118927	direct
–	no	0.6945530772209167	direct
sorglosen	no	0.6630302667617798	direct
Gemütern	no	0.7175108194351196	direct
die	no	0.7144538760185242	direct
Ahnung	no	0.7080194354057312	direct
wohnen	no	0.7067822217941284	direct
könne	no	0.6741579174995422	direct
von	no	0.6919747591018677	direct
einer	no	0.6817759871482849	direct
dunklen	no	0.6645228862762451	direct
Macht	no	0.7152912020683289	direct
,	no	0.6138168573379517	direct
die	no	0.6992307305335999	direct
feindlich	no	0.7280139923095703	direct
uns	no	0.7668630480766296	direct
in	no	0.7914581298828125	direct
unserm	no	0.7965903878211975	direct
eignen	no	0.8023350834846497	direct
Selbst	no	0.8542758822441101	direct
zu	no	0.8775060176849365	direct
verderben	no	0.9165120124816895	direct
strebt	no	0.9693560004234314	direct
?	no	0.9957020878791809	direct
–	yes	0.9544739127159119	direct
Aber	no	0.7648664116859436	direct
verzeih	no	0.9661362171173096	direct
es	no	0.9094904661178589	direct
mir	no	0.9561627507209778	direct
,	no	0.926511287689209	direct
wenn	no	0.9572046995162964	direct
ich	no	0.9569646120071411	direct
einfältig	no	0.9765807390213013	direct
Mädchen	no	0.9879968762397766	direct
mich	no	0.9917667508125305	direct
unterfange	no	0.9931010007858276	direct
,	no	0.9821626543998718	direct
auf	no	0.9819862842559814	direct
irgendeine	no	0.9827315211296082	direct
Weise	no	0.9816779494285583	direct
mir	no	0.981306254863739	direct
anzudeuten	no	0.9820564389228821	direct
,	no	0.9621577858924866	direct
was	no	0.9824696779251099	direct
ich	no	0.9863235950469971	direct
eigentlich	no	0.985813558101654	direct
von	no	0.9839271903038025	direct
solchem	no	0.9848591685295105	direct
Kampfe	no	0.9894998669624329	direct
im	no	0.9898910522460938	direct
Innern	no	0.9913506507873535	direct
glaube	no	0.9923417568206787	direct
.	no	0.9985347986221313	direct
–	yes	0.9484915137290955	direct
Ich	no	0.9664130210876465	direct
finde	no	0.8818320631980896	direct
wohl	no	0.882524311542511	direct
gar	no	0.9265410304069519	direct
am	no	0.9437786936759949	direct
Ende	no	0.946477472782135	direct
nicht	no	0.9477754831314087	direct
die	no	0.9516639113426208	direct
rechten	no	0.9629582762718201	direct
Worte	no	0.9719559550285339	direct
,	no	0.8770909309387207	direct
und	no	0.9604645371437073	direct
Du	no	0.9732667207717896	direct
lachst	no	0.9441546201705933	direct
mich	no	0.9561103582382202	direct
aus	no	0.9648261666297913	direct
,	no	0.8216987252235413	direct
nicht	no	0.9244358539581299	direct
weil	no	0.9499425292015076	direct
ich	no	0.9440475106239319	direct
was	no	0.9411687850952148	direct
Dummes	no	0.9529914259910583	direct
meine	no	0.9733381867408752	direct
,	no	0.9567122459411621	direct
sondern	no	0.9506788849830627	direct
weil	no	0.951688289642334	direct
ich	no	0.9478810429573059	direct
mich	no	0.9581574201583862	direct
so	no	0.958729088306427	direct
ungeschickt	no	0.9677278995513916	direct
anstelle	no	0.9710911512374878	direct
,	no	0.9505476951599121	direct
es	no	0.952185332775116	direct
zu	no	0.9497435688972473	direct
sagen	no	0.9458837509155273	direct
.	no	0.9872165322303772	direct
Gibt	yes	0.4436347484588623	x
es	no	0.5452431440353394	x
eine	no	0.5764008164405823	x
dunkle	no	0.5327401161193848	x
Macht	no	0.6021783947944641	x
,	no	0.5620645880699158	x
die	no	0.5031998157501221	x
so	no	0.5636295676231384	x
recht	no	0.584330677986145	x
feindlich	no	0.5740035772323608	x
und	no	0.5866528749465942	x
verräterisch	no	0.6170024871826172	x
einen	no	0.662344753742218	x
Faden	no	0.6102339029312134	x
in	no	0.6697714924812317	x
unser	no	0.7039192318916321	x
Inneres	no	0.6791331768035889	x
legt	no	0.5893990397453308	x
,	no	0.72234708070755	x
woran	no	0.7137230634689331	x
sie	no	0.7292246222496033	x
uns	no	0.7175149321556091	x
dann	no	0.7066795825958252	x
festpackt	no	0.5907918810844421	x
und	no	0.6667123436927795	x
fortzieht	no	0.6484495401382446	x
auf	no	0.7403292059898376	x
einem	no	0.7813945412635803	x
gefahrvollen	no	0.793724536895752	x
verderblichen	no	0.7875761985778809	x
Wege	no	0.6952611207962036	x
,	no	0.7745553851127625	x
den	no	0.7982786297798157	x
wir	no	0.7719118595123291	x
sonst	no	0.781965434551239	x
nicht	no	0.803266167640686	x
betreten	no	0.8083302974700928	x
haben	no	0.7729341983795166	x
würden	no	0.7384151220321655	x
–	no	0.8869983553886414	x
gibt	no	0.8507393598556519	x
es	no	0.8452957272529602	x
eine	no	0.8510487675666809	x
solche	no	0.8353888988494873	x
Macht	no	0.8024294376373291	x
,	no	0.8885579109191895	x
so	no	0.8591679334640503	x
muß	no	0.8752799034118652	x
sie	no	0.8669964671134949	x
in	no	0.8695163130760193	x
uns	no	0.8625982999801636	x
sich	no	0.8500731587409973	x
wie	no	0.8434462547302246	x
wir	no	0.8203791975975037	x
selbst	no	0.784972071647644	x
gestalten	no	0.7277532815933228	x
,	no	0.792950451374054	x
ja	no	0.8255870938301086	x
unser	no	0.8264276385307312	x
Selbst	no	0.682008683681488	x
werden	no	0.5054866671562195	x
;	no	0.6886686086654663	x
denn	no	0.773133397102356	x
nur	no	0.8530608415603638	x
so	no	0.8745278120040894	x
glauben	no	0.8411810994148254	x
wir	no	0.848843514919281	x
an	no	0.8636429309844971	x
sie	no	0.8574672341346741	x
und	no	0.8633072376251221	x
räumen	no	0.8549322485923767	x
ihr	no	0.8594475984573364	x
den	no	0.8660601377487183	x
Platz	no	0.8317945599555969	x
ein	no	0.7650397419929504	x
,	no	0.81819748878479	x
dessen	no	0.8532996773719788	x
sie	no	0.8459384441375732	x
bedarf	no	0.7813705205917358	x
,	no	0.7843579053878784	x
um	no	0.8379364609718323	x
jenes	no	0.8808636665344238	x
geheime	no	0.8910974860191345	x
Werk	no	0.8655007481575012	x
zu	no	0.8579842448234558	x
vollbringen	no	0.8208053112030029	x
.	no	0.6582193970680237	x
Haben	yes	0.6259924173355103	direct
wir	no	0.6922778487205505	direct
festen	no	0.7371397614479065	direct
,	no	0.7771294713020325	direct
durch	no	0.6697841882705688	direct
das	no	0.5335943698883057	direct
heitre	no	0.5230332016944885	direct
Leben	no	0.5088954567909241	direct
gestärkten	no	0.5463289022445679	direct
Sinn	no	0.5772017240524292	direct
genug	no	0.6786788105964661	direct
,	no	0.6432468295097351	direct
um	no	0.5857664346694946	direct
fremdes	no	0.5355266332626343	direct
feindliches	no	0.5203732252120972	direct
Einwirken	no	0.5750707983970642	direct
als	no	0.5389660000801086	direct
solches	no	0.5345625877380371	direct
stets	no	0.5049489736557007	direct
zu	no	0.5025637745857239	direct
erkennen	no	0.5184058547019958	direct
und	no	0.5216375589370728	direct
den	no	0.5093143582344055	direct
Weg	no	0.5532481074333191	direct
,	no	0.5988550186157227	direct
in	no	0.5503455400466919	direct
den	no	0.5179712176322937	direct
uns	no	0.5106989741325378	direct
Neigung	no	0.5287885665893555	direct
und	no	0.5521849393844604	direct
Beruf	no	0.5928917527198792	direct
geschoben	no	0.5867785811424255	direct
,	no	0.5979165434837341	direct
ruhigen	no	0.5824584364891052	direct
Schrittes	no	0.5949764847755432	direct
zu	no	0.6203789710998535	direct
verfolgen	no	0.7344839572906494	direct
,	no	0.5388071537017822	direct
so	no	0.5816912651062012	direct
geht	no	0.577974796295166	direct
wohl	no	0.5846855640411377	direct
jene	no	0.5047605037689209	direct
unheimliche	no	0.5079756379127502	direct
Macht	no	0.5190421342849731	direct
unter	no	0.5095115303993225	direct
in	no	0.5009291172027588	direct
dem	no	0.5480167865753174	direct
vergeblichen	no	0.5577189922332764	direct
Ringen	no	0.5165935158729553	direct
nach	no	0.5003297924995422	direct
der	no	0.5307713747024536	direct
Gestaltung	no	0.5270821452140808	direct
,	no	0.5321398973464966	direct
die	no	0.5458360910415649	direct
unser	no	0.5336048603057861	direct
eignes	no	0.5286033749580383	direct
Spiegelbild	no	0.617618978023529	direct
sein	no	0.62799471616745	direct
sollte	no	0.6575539708137512	direct
.	no	0.7549475431442261	direct
„	yes	0.9855397939682007	direct
Es	no	0.998330295085907	direct
ist	no	0.9970986843109131	direct
auch	no	0.9984322190284729	direct
gewiß	no	0.9994648098945618	direct
“	no	0.9999591112136841	direct
,	no	0.5051236152648926	x
fügt	no	0.9950042366981506	x
Lothar	no	0.9983885288238525	x
hinzu	no	0.9961791038513184	x
,	no	0.9998016953468323	x
„	no	0.6166012287139893	direct
daß	no	0.955935537815094	direct
die	no	0.9731326699256897	direct
dunkle	no	0.9751585125923157	direct
psychische	no	0.9865807294845581	direct
Macht	no	0.9897368550300598	direct
,	no	0.9816820025444031	direct
haben	no	0.9903571009635925	direct
wir	no	0.9918564558029175	direct
uns	no	0.9934384226799011	direct
durch	no	0.9930492639541626	direct
uns	no	0.9938504695892334	direct
selbst	no	0.9944934844970703	direct
ihr	no	0.9941129088401794	direct
hingegeben	no	0.9951699376106262	direct
,	no	0.9889966249465942	direct
oft	no	0.9936990737915039	direct
fremde	no	0.9948215484619141	direct
Gestalten	no	0.9953723549842834	direct
,	no	0.9912799000740051	direct
die	no	0.9927079081535339	direct
die	no	0.9931222796440125	direct
Außenwelt	no	0.9942130446434021	direct
uns	no	0.99468994140625	direct
in	no	0.9938659071922302	direct
den	no	0.9934417009353638	direct
Weg	no	0.9941707253456116	direct
wirft	no	0.9955611228942871	direct
,	no	0.9912057518959045	direct
in	no	0.9933784604072571	direct
unser	no	0.993865430355072	direct
Inneres	no	0.9945952296257019	direct
hineinzieht	no	0.9959561228752136	direct
,	no	0.9893375635147095	direct
so	no	0.9949964284896851	direct
,	no	0.99080491065979	direct
daß	no	0.9936936497688293	direct
wir	no	0.9948880076408386	direct
selbst	no	0.9947431087493896	direct
nur	no	0.9946698546409607	direct
den	no	0.9936571717262268	direct
Geist	no	0.9959149956703186	direct
entzünden	no	0.9956724643707275	direct
,	no	0.9891336560249329	direct
der	no	0.9949886202812195	direct
,	no	0.9910353422164917	direct
wie	no	0.9929136633872986	direct
wir	no	0.9940745234489441	direct
in	no	0.9937891364097595	direct
wunderlicher	no	0.9938676953315735	direct
Täuschung	no	0.9947545528411865	direct
glauben	no	0.9946702122688293	direct
,	no	0.9880566596984863	direct
aus	no	0.9938860535621643	direct
jener	no	0.994268536567688	direct
Gestalt	no	0.9936228394508362	direct
spricht	no	0.991558313369751	direct
.	no	0.996005117893219	direct
Es	yes	0.6915320754051208	direct
ist	no	0.8876750469207764	direct
das	no	0.9012264013290405	direct
Phantom	no	0.9142191410064697	direct
unseres	no	0.9338051676750183	direct
eigenen	no	0.9565293192863464	direct
Ichs	no	0.9889588356018066	direct
,	no	0.9829461574554443	direct
dessen	no	0.9833980798721313	direct
innige	no	0.9848278760910034	direct
Verwandtschaft	no	0.9877135753631592	direct
und	no	0.9905709028244019	direct
dessen	no	0.9912910461425781	direct
tiefe	no	0.9907537698745728	direct
Einwirkung	no	0.9921554923057556	direct
auf	no	0.9935427904129028	direct
unser	no	0.993966817855835	direct
Gemüt	no	0.9940687417984009	direct
uns	no	0.9950234889984131	direct
in	no	0.9947335720062256	direct
die	no	0.9947205781936646	direct
Hölle	no	0.9947485327720642	direct
wirft	no	0.9954061508178711	direct
oder	no	0.995431661605835	direct
in	no	0.9951560497283936	direct
den	no	0.9952720999717712	direct
Himmel	no	0.995933473110199	direct
verzückt.	no	0.9986805319786072	direct
“	no	0.9999430179595947	direct
–	no	0.9990585446357727	x
Du	no	0.6077997088432312	direct
merkst	no	0.7555118799209595	direct
,	no	0.7749053239822388	direct
mein	no	0.7053757905960083	direct
herzlieber	no	0.750045120716095	direct
Nathanael	no	0.9371413588523865	direct
!	no	0.9775853157043457	direct
daß	yes	0.9281250834465027	direct
wir	no	0.8599550724029541	direct
,	no	0.8619639277458191	direct
