tok	sentstart	indirect_conf	indirect_pred
Sei	yes	0.9990677237510681	x
mir	no	0.9996856451034546	x
nur	no	0.9991853833198547	x
nicht	no	0.9921940565109253	x
böse	no	0.9894363880157471	x
,	no	0.9999717473983765	x
mein	no	0.9987537860870361	x
Inniggeliebter	no	0.9771002531051636	x
,	no	0.9999551773071289	x
wenn	no	0.9808315634727478	x
Lothar	no	0.6831169724464417	x
Dir	no	0.9863004684448242	x
etwa	no	0.9914002418518066	x
sagen	no	0.9999078512191772	x
möchte	no	0.9907851219177246	x
,	no	0.9999910593032837	x
daß	no	0.6856801509857178	indirect
ich	no	0.9582697153091431	indirect
trotz	no	0.991242527961731	indirect
Deiner	no	0.9944426417350769	indirect
seltsamen	no	0.9976644515991211	indirect
Ahnung	no	0.8347877264022827	indirect
,	no	0.9972565770149231	indirect
Coppelius	no	0.7845032215118408	indirect
werde	no	0.849774181842804	indirect
Dir	no	0.9315062761306763	indirect
etwas	no	0.9747206568717957	indirect
Böses	no	0.9866005778312683	indirect
antun	no	0.9961705803871155	indirect
,	no	0.8843004703521729	indirect
ganz	no	0.9528842568397522	indirect
heitern	no	0.9695713520050049	indirect
unbefangenen	no	0.980014443397522	indirect
Sinnes	no	0.9877694249153137	indirect
bin	no	0.9988560676574707	indirect
,	no	0.9099294543266296	indirect
wie	no	0.9528641104698181	indirect
immer	no	0.9637154340744019	indirect
.	no	0.9936018586158752	indirect
Geradeheraus	yes	0.9905857443809509	x
will	no	0.9987183809280396	x
ich	no	0.9997677206993103	x
es	no	0.9973607659339905	x
Dir	no	0.9977080821990967	x
nur	no	0.9933134913444519	x
gestehen	no	0.9999545812606812	x
,	no	0.9999762773513794	x
daß	no	0.9899360537528992	x
,	no	0.8586986064910889	x
wie	no	0.9704702496528625	x
ich	no	0.9902760982513428	x
meine	no	0.9999221563339233	x
,	no	0.9999940395355225	x
alles	no	0.6672282814979553	indirect
Entsetzliche	no	0.917792022228241	indirect
und	no	0.9808586239814758	indirect
Schreckliche	no	0.9972726702690125	indirect
,	no	0.9424262046813965	indirect
wovon	no	0.9924652576446533	indirect
Du	no	0.9956591129302979	indirect
sprichst	no	0.9930890202522278	indirect
,	no	0.8728697299957275	indirect
nur	no	0.7763106822967529	indirect
in	no	0.9127237796783447	indirect
Deinem	no	0.9423262476921082	indirect
Innern	no	0.9571639895439148	indirect
vorging	no	0.9731408953666687	indirect
,	no	0.9309996962547302	indirect
die	no	0.949066162109375	indirect
wahre	no	0.9557804465293884	indirect
wirkliche	no	0.9605069756507874	indirect
Außenwelt	no	0.9649329781532288	indirect
aber	no	0.9690498113632202	indirect
daran	no	0.9749209880828857	indirect
wohl	no	0.9769850969314575	indirect
wenig	no	0.9809081554412842	indirect
teilhatte	no	0.986104428768158	indirect
.	no	0.9997610449790955	indirect
Widerwärtig	yes	0.8942293524742126	x
genug	no	0.6361954212188721	x
mag	no	0.9778892993927002	x
der	no	0.9738337993621826	x
alte	no	0.9712800979614258	x
Coppelius	no	0.9807141423225403	x
gewesen	no	0.9588091969490051	x
sein	no	0.6264567971229553	x
,	no	0.9995657801628113	x
aber	no	0.9992389678955078	x
daß	no	0.9605035781860352	x
er	no	0.9211869835853577	x
Kinder	no	0.8257700204849243	x
haßte	no	0.8777288198471069	x
,	no	0.9840699434280396	x
das	no	0.9987366795539856	x
brachte	no	0.9957209229469299	x
in	no	0.9929487705230713	x
Euch	no	0.9989246726036072	x
Kindern	no	0.9971989393234253	x
wahren	no	0.9963873624801636	x
Abscheu	no	0.9968867897987366	x
gegen	no	0.9970232844352722	x
ihn	no	0.996532678604126	x
hervor	no	0.9971454739570618	x
.	no	0.9956894516944885	x
Natürlich	yes	0.9962712526321411	x
verknüpfte	no	0.9928551316261292	x
sich	no	0.989193856716156	x
nun	no	0.9941555261611938	x
in	no	0.9871847033500671	x
Deinem	no	0.9982777833938599	x
kindischen	no	0.9972506165504456	x
Gemüt	no	0.9986336827278137	x
der	no	0.997015118598938	x
schreckliche	no	0.9968997240066528	x
Sandmann	no	0.9969231486320496	x
aus	no	0.9968364238739014	x
dem	no	0.997505247592926	x
Ammenmärchen	no	0.9970718622207642	x
mit	no	0.9960404634475708	x
dem	no	0.9957162737846375	x
alten	no	0.9941574335098267	x
Coppelius	no	0.9921634197235107	x
,	no	0.9999359846115112	x
der	no	0.969645619392395	x
Dir	no	0.5220878720283508	x
,	no	0.9976517558097839	x
glaubtest	no	0.9984427094459534	x
Du	no	0.9988941550254822	x
auch	no	0.9956361651420593	x
nicht	no	0.995582640171051	x
an	no	0.996812641620636	x
den	no	0.9880908727645874	x
Sandmann	no	0.970572292804718	x
,	no	0.9988211989402771	x
ein	no	0.9906710386276245	x
gespenstischer	no	0.9860092997550964	x
,	no	0.9945387244224548	x
Kindern	no	0.9920054078102112	x
vorzüglich	no	0.9914671182632446	x
gefährlicher	no	0.9905803799629211	x
Unhold	no	0.9900107979774475	x
blieb	no	0.9866655468940735	x
.	no	0.9590847492218018	x
Das	yes	0.9912108182907104	x
unheimliche	no	0.9948029518127441	x
Treiben	no	0.9952179789543152	x
mit	no	0.9943443536758423	x
Deinem	no	0.997072696685791	x
Vater	no	0.9967701435089111	x
zur	no	0.9963921904563904	x
Nachtzeit	no	0.9951885938644409	x
war	no	0.9935888051986694	x
wohl	no	0.9994655251502991	x
nichts	no	0.9957165122032166	x
anders	no	0.9966471791267395	x
,	no	0.9999562501907349	x
als	no	0.9958159327507019	x
daß	no	0.9844293594360352	x
beide	no	0.9804407358169556	x
insgeheim	no	0.9750332832336426	x
alchimistische	no	0.9658647775650024	x
Versuche	no	0.9473390579223633	x
machten	no	0.7687952518463135	x
,	no	0.9986353516578674	x
womit	no	0.9921879768371582	x
die	no	0.9900636076927185	x
Mutter	no	0.9877815246582031	x
nicht	no	0.9861939549446106	x
zufrieden	no	0.982490599155426	x
sein	no	0.9802820682525635	x
konnte	no	0.8795537948608398	x
,	no	0.9998584985733032	x
da	no	0.988575279712677	x
gewiß	no	0.989084780216217	x
viel	no	0.9855415225028992	x
Geld	no	0.9846824407577515	x
unnütz	no	0.9834248423576355	x
verschleudert	no	0.9808276295661926	x
und	no	0.973747193813324	x
obendrein	no	0.9058085680007935	x
,	no	0.9937883019447327	x
wie	no	0.9947932362556458	x
es	no	0.9930557608604431	x
immer	no	0.9924516081809998	x
mit	no	0.9919203519821167	x
solchen	no	0.9914044141769409	x
Laboranten	no	0.9910016655921936	x
der	no	0.9902029037475586	x
Fall	no	0.9897522926330566	x
sein	no	0.9872909188270569	x
soll	no	0.9713138341903687	x
,	no	0.9997616410255432	x
des	no	0.9890073537826538	x
Vaters	no	0.9830123782157898	x
Gemüt	no	0.9757440090179443	x
,	no	0.9925881028175354	x
ganz	no	0.9907481074333191	x
von	no	0.9903254508972168	x
dem	no	0.9915637969970703	x
trügerischen	no	0.9918105602264404	x
Drange	no	0.9939221143722534	x
nach	no	0.9934048056602478	x
hoher	no	0.9928823709487915	x
Weisheit	no	0.9939723610877991	x
erfüllt	no	0.993156373500824	x
,	no	0.9976338148117065	x
der	no	0.9960046410560608	x
Familie	no	0.9960044026374817	x
abwendig	no	0.9959920048713684	x
gemacht	no	0.9956541061401367	x
wurde	no	0.9940794706344604	x
.	no	0.7488351464271545	x
Der	yes	0.9995136260986328	x
Vater	no	0.9980851411819458	x
hat	no	0.9960078001022339	x
wohl	no	0.9988393187522888	x
gewiß	no	0.999541163444519	x
durch	no	0.9948061108589172	x
eigne	no	0.9945712685585022	x
Unvorsichtigkeit	no	0.9950841069221497	x
seinen	no	0.993707001209259	x
Tod	no	0.9900863766670227	x
herbeigeführt	no	0.9151335954666138	x
,	no	0.9990729093551636	x
und	no	0.9996228218078613	x
Coppelius	no	0.9965134263038635	x
ist	no	0.9985761642456055	x
nicht	no	0.9968376159667969	x
schuld	no	0.9966476559638977	x
daran	no	0.9969013929367065	x
.	no	0.9933644533157349	x
Glaubst	yes	0.9981330037117004	x
Du	no	0.9997780919075012	x
,	no	0.999997615814209	x
daß	no	0.6802124381065369	indirect
ich	no	0.8849663138389587	indirect
den	no	0.9459876418113708	indirect
erfahrnen	no	0.9665392637252808	indirect
Nachbar	no	0.9848163723945618	indirect
Apotheker	no	0.9962621331214905	indirect
gestern	no	0.9899069666862488	indirect
frug	no	0.9641996026039124	indirect
,	no	0.9880399107933044	indirect
ob	no	0.904668390750885	indirect
wohl	no	0.9857309460639954	indirect
bei	no	0.9927338361740112	indirect
chemischen	no	0.9934104084968567	indirect
Versuchen	no	0.9937140345573425	indirect
eine	no	0.9951342940330505	indirect
solche	no	0.9956204295158386	indirect
augenblicklich	no	0.9951509237289429	indirect
tötende	no	0.9953559637069702	indirect
Explosion	no	0.995594322681427	indirect
möglich	no	0.997374415397644	indirect
sei	no	0.999026894569397	indirect
.	no	0.9998970031738281	indirect
Der	yes	0.6804404854774475	x
sagte	no	0.9980803728103638	x
:	no	0.9993140697479248	x
„	no	0.999957799911499	x
Ei	no	0.9998431205749512	x
,	no	0.9998435974121094	x
allerdings	no	0.8586737513542175	x
“	no	0.9977866411209106	x
und	no	0.9998107552528381	x
beschrieb	no	0.9987307190895081	x
mir	no	0.9996602535247803	x
nach	no	0.9979345798492432	x
seiner	no	0.9962961077690125	x
Art	no	0.996006190776825	x
gar	no	0.9963816404342651	x
weitläufig	no	0.9964473843574524	x
und	no	0.9964454770088196	x
umständlich	no	0.9956788420677185	x
,	no	0.9999821186065674	x
wie	no	0.8599060773849487	indirect
das	no	0.5780643224716187	indirect
zugehen	no	0.7314843535423279	indirect
könne	no	0.9965897798538208	indirect
,	no	0.8206422328948975	x
und	no	0.9850773215293884	x
nannte	no	0.9962295889854431	x
dabei	no	0.9965787529945374	x
so	no	0.9964458346366882	x
viel	no	0.9962232112884521	x
sonderbar	no	0.9951139092445374	x
klingende	no	0.9936047196388245	x
Namen	no	0.9666600227355957	x
,	no	0.9999152421951294	x
die	no	0.997348427772522	x
ich	no	0.996563732624054	x
gar	no	0.996122419834137	x
nicht	no	0.9966853260993958	x
zu	no	0.995629072189331	x
behalten	no	0.9941387176513672	x
vermochte	no	0.9986340403556824	x
.	no	0.9951022863388062	x
–	yes	0.9522585868835449	x
Nun	no	0.9992141723632812	x
wirst	no	0.9836697578430176	x
Du	no	0.9985914826393127	x
wohl	no	0.9988884329795837	x
unwillig	no	0.9945275187492371	x
werden	no	0.9960202574729919	x
über	no	0.9922136664390564	x
Deine	no	0.9980525970458984	x
Klara	no	0.9679030776023865	x
,	no	0.9998979568481445	x
Du	no	0.9991583824157715	x
wirst	no	0.9937061667442322	x
sagen	no	0.9993645548820496	x
:	no	0.9992666840553284	x
„	no	0.9861095547676086	x
In	no	0.9972944855690002	x
dies	no	0.9923404455184937	x
kalte	no	0.992414653301239	x
Gemüt	no	0.9926419854164124	x
dringt	no	0.9943346977233887	x
kein	no	0.9956156015396118	x
Strahl	no	0.9956692457199097	x
des	no	0.9951373934745789	x
Geheimnisvollen	no	0.991390585899353	x
,	no	0.9993717074394226	x
das	no	0.9953851103782654	x
den	no	0.9951457381248474	x
Menschen	no	0.9949727058410645	x
oft	no	0.995093584060669	x
mit	no	0.9945493340492249	x
unsichtbaren	no	0.9940274953842163	x
Armen	no	0.9922020435333252	x
umfaßt	no	0.9511293768882751	x
;	no	0.999767005443573	x
sie	no	0.9990649819374084	x
erschaut	no	0.9970189332962036	x
nur	no	0.9967336654663086	x
die	no	0.9963942170143127	x
bunte	no	0.9962186217308044	x
Oberfläche	no	0.9959237575531006	x
der	no	0.9953338503837585	x
Welt	no	0.9937467575073242	x
und	no	0.9979733824729919	x
freut	no	0.9980131387710571	x
sich	no	0.99820876121521	x
wie	no	0.9977206587791443	x
das	no	0.9969086050987244	x
kindische	no	0.9968776702880859	x
Kind	no	0.9972295165061951	x
über	no	0.9970442652702332	x
die	no	0.9966409206390381	x
goldgleißende	no	0.9966939687728882	x
Frucht	no	0.9964320659637451	x
,	no	0.9983831644058228	x
in	no	0.9958042502403259	x
deren	no	0.9954714775085449	x
Innern	no	0.9954354166984558	x
tödliches	no	0.9950312376022339	x
Gift	no	0.9935868978500366	x
verborgen.	no	0.9638552069664001	x
“	no	0.9982252717018127	x
Ach	no	0.9992640614509583	x
,	no	0.9998457431793213	x
mein	no	0.9996576309204102	x
herzgeliebter	no	0.9921544194221497	x
Nathanael	no	0.9977445602416992	x
!	no	0.9973770380020142	x
glaubst	yes	0.9985696077346802	x
Du	no	0.9979458451271057	x
denn	no	0.9903443455696106	x
nicht	no	0.9991452693939209	x
,	no	0.9999958276748657	x
daß	no	0.5563791990280151	indirect
auch	no	0.8411138653755188	indirect
in	no	0.9359853863716125	indirect
heitern	no	0.9604707956314087	indirect
–	no	0.9472155570983887	indirect
unbefangenen	no	0.9627496600151062	indirect
–	no	0.9279983639717102	indirect
sorglosen	no	0.9382094144821167	indirect
Gemütern	no	0.9386335015296936	indirect
die	no	0.9490525126457214	indirect
Ahnung	no	0.9301736354827881	indirect
wohnen	no	0.9394022822380066	indirect
könne	no	0.9828734993934631	indirect
von	no	0.986868679523468	indirect
einer	no	0.9900089502334595	indirect
dunklen	no	0.990125298500061	indirect
Macht	no	0.9899243712425232	indirect
,	no	0.9861271381378174	indirect
die	no	0.9868627786636353	indirect
feindlich	no	0.9873513579368591	indirect
uns	no	0.98798006772995	indirect
in	no	0.9888774752616882	indirect
unserm	no	0.9895080327987671	indirect
eignen	no	0.9899510741233826	indirect
Selbst	no	0.9906660914421082	indirect
zu	no	0.9956530332565308	indirect
verderben	no	0.9964853525161743	indirect
strebt	no	0.9953592419624329	indirect
?	no	0.9998356103897095	indirect
–	yes	0.8756349086761475	x
Aber	no	0.9524260759353638	x
verzeih	no	0.9714850187301636	x
es	no	0.9951602816581726	x
mir	no	0.9997770190238953	x
,	no	0.9999891519546509	x
wenn	no	0.9760792851448059	x
ich	no	0.955069363117218	x
einfältig	no	0.9342026114463806	x
Mädchen	no	0.939478874206543	x
mich	no	0.9103012681007385	x
unterfange	no	0.6617230176925659	x
,	no	0.9991587400436401	x
auf	no	0.9836973547935486	x
irgendeine	no	0.9729393124580383	x
Weise	no	0.9635768532752991	x
mir	no	0.9533214569091797	x
anzudeuten	no	0.8305435180664062	x
,	no	0.9998486042022705	x
was	no	0.683096706867218	indirect
ich	no	0.5424028038978577	indirect
eigentlich	no	0.6030017137527466	indirect
von	no	0.7414497137069702	indirect
solchem	no	0.7747896313667297	indirect
Kampfe	no	0.7807170748710632	indirect
im	no	0.7965505123138428	indirect
Innern	no	0.8107932209968567	indirect
glaube	no	0.9123152494430542	indirect
.	no	0.9990897178649902	indirect
–	yes	0.6606199741363525	x
Ich	no	0.9981815814971924	x
finde	no	0.9970700740814209	x
wohl	no	0.9997128844261169	x
gar	no	0.9987940788269043	x
am	no	0.9961559176445007	x
Ende	no	0.9988446235656738	x
nicht	no	0.9968162178993225	x
die	no	0.996469259262085	x
rechten	no	0.9952217936515808	x
Worte	no	0.9691764712333679	x
,	no	0.9998824596405029	x
und	no	0.9996832609176636	x
Du	no	0.9989871382713318	x
lachst	no	0.9928861260414124	x
mich	no	0.9891089200973511	x
aus	no	0.9527262449264526	x
,	no	0.9998466968536377	x
nicht	no	0.9965963959693909	x
weil	no	0.9949487447738647	x
ich	no	0.995142936706543	x
was	no	0.9870232343673706	x
Dummes	no	0.9850703477859497	x
meine	no	0.8681348562240601	x
,	no	0.9996262788772583	x
sondern	no	0.9964483976364136	x
weil	no	0.9924227595329285	x
ich	no	0.9920497536659241	x
mich	no	0.9916256070137024	x
so	no	0.9915858507156372	x
ungeschickt	no	0.9909594058990479	x
anstelle	no	0.9906497597694397	x
,	no	0.999471127986908	x
es	no	0.9855327010154724	x
zu	no	0.9544417858123779	x
sagen	no	0.9538794755935669	x
.	no	0.9003499150276184	x
Gibt	yes	0.9288732409477234	x
es	no	0.9656070470809937	x
eine	no	0.9731921553611755	x
dunkle	no	0.9766478538513184	x
Macht	no	0.9800786972045898	x
,	no	0.9933649301528931	x
die	no	0.9938995838165283	x
so	no	0.9946699738502502	x
recht	no	0.9950644373893738	x
feindlich	no	0.995599627494812	x
und	no	0.9961690306663513	x
verräterisch	no	0.996548593044281	x
einen	no	0.9967424273490906	x
Faden	no	0.9968146681785583	x
in	no	0.9968401193618774	x
unser	no	0.9966894388198853	x
Inneres	no	0.9961584210395813	x
legt	no	0.9811779260635376	x
,	no	0.999896764755249	x
woran	no	0.9897441267967224	x
sie	no	0.9896236062049866	x
uns	no	0.9896251559257507	x
dann	no	0.9900243282318115	x
festpackt	no	0.9905216693878174	x
und	no	0.991101086139679	x
fortzieht	no	0.9911385178565979	x
auf	no	0.9918070435523987	x
einem	no	0.9922507405281067	x
gefahrvollen	no	0.9923466444015503	x
verderblichen	no	0.9921901822090149	x
Wege	no	0.9900432825088501	x
,	no	0.9977163076400757	x
den	no	0.9961494207382202	x
wir	no	0.9959624409675598	x
sonst	no	0.995820164680481	x
nicht	no	0.9956395626068115	x
betreten	no	0.9952855706214905	x
haben	no	0.9944314360618591	x
würden	no	0.9708747267723083	x
–	no	0.9975205063819885	x
gibt	no	0.9997056126594543	x
es	no	0.9960777163505554	x
eine	no	0.9953408241271973	x
solche	no	0.9943844079971313	x
Macht	no	0.9905143976211548	x
,	no	0.9996125102043152	x
so	no	0.9963591694831848	x
muß	no	0.9948232173919678	x
sie	no	0.9948341846466064	x
in	no	0.9947446584701538	x
uns	no	0.9949849843978882	x
sich	no	0.995120108127594	x
wie	no	0.9949851036071777	x
wir	no	0.9951412677764893	x
selbst	no	0.9950946569442749	x
gestalten	no	0.994933545589447	x
,	no	0.9962242841720581	x
ja	no	0.995707094669342	x
unser	no	0.9950683116912842	x
Selbst	no	0.9933156371116638	x
werden	no	0.9449268579483032	x
;	no	0.9997923970222473	x
denn	no	0.9990804195404053	x
nur	no	0.997509241104126	x
so	no	0.9943479895591736	x
glauben	no	0.9996263980865479	x
wir	no	0.9966883063316345	x
an	no	0.9970230460166931	x
sie	no	0.9895977973937988	x
und	no	0.9958392381668091	x
räumen	no	0.9961652755737305	x
ihr	no	0.9947565793991089	x
den	no	0.9941244721412659	x
Platz	no	0.9931516647338867	x
ein	no	0.9937623143196106	x
,	no	0.9959893822669983	x
dessen	no	0.9948029518127441	x
sie	no	0.9942412376403809	x
bedarf	no	0.9915546774864197	x
,	no	0.9971961975097656	x
um	no	0.996088981628418	x
jenes	no	0.9960552453994751	x
geheime	no	0.9961907863616943	x
Werk	no	0.9962833523750305	x
zu	no	0.9941015839576721	x
vollbringen	no	0.9950909614562988	x
.	no	0.9915692210197449	x
Haben	yes	0.9890363812446594	x
wir	no	0.9950693845748901	x
festen	no	0.9949579834938049	x
,	no	0.9968462586402893	x
durch	no	0.9966585636138916	x
das	no	0.9968709349632263	x
heitre	no	0.9967196583747864	x
Leben	no	0.9970575571060181	x
gestärkten	no	0.9968093037605286	x
Sinn	no	0.9962567090988159	x
genug	no	0.9967646598815918	x
,	no	0.9994650483131409	x
um	no	0.9963564872741699	x
fremdes	no	0.9961158037185669	x
feindliches	no	0.9963415265083313	x
Einwirken	no	0.9967009425163269	x
als	no	0.9969647526741028	x
solches	no	0.9969525337219238	x
stets	no	0.9970521926879883	x
zu	no	0.9956710338592529	x
erkennen	no	0.9965807795524597	x
und	no	0.9972537159919739	x
den	no	0.996889054775238	x
Weg	no	0.996529757976532	x
,	no	0.9978929162025452	x
in	no	0.9968093037605286	x
den	no	0.9969133138656616	x
uns	no	0.996800422668457	x
Neigung	no	0.9971985816955566	x
und	no	0.9968602657318115	x
Beruf	no	0.9967844486236572	x
geschoben	no	0.9965568780899048	x
,	no	0.9984758496284485	x
ruhigen	no	0.9965512752532959	x
Schrittes	no	0.996300458908081	x
zu	no	0.9899106621742249	x
verfolgen	no	0.9297971725463867	x
,	no	0.9997149109840393	x
so	no	0.9975146055221558	x
geht	no	0.9951040744781494	x
wohl	no	0.9979502558708191	x
jene	no	0.9974451065063477	x
unheimliche	no	0.9972667694091797	x
Macht	no	0.9973082542419434	x
unter	no	0.9966425895690918	x
in	no	0.9967122077941895	x
dem	no	0.9972959160804749	x
vergeblichen	no	0.9972053170204163	x
Ringen	no	0.9973648190498352	x
nach	no	0.9968183040618896	x
der	no	0.9966086149215698	x
Gestaltung	no	0.9963393211364746	x
,	no	0.9986239671707153	x
die	no	0.9958493709564209	x
unser	no	0.9963383674621582	x
eignes	no	0.9966187477111816	x
Spiegelbild	no	0.9968980550765991	x
sein	no	0.9967948794364929	x
sollte	no	0.9966793060302734	x
.	no	0.9939984083175659	x
„	yes	0.9896201491355896	x
Es	no	0.9995130300521851	x
ist	no	0.9992652535438538	x
auch	no	0.9947633743286133	x
gewiß	no	0.9848286509513855	x
“	no	0.9996046423912048	x
,	no	0.9999537467956543	x
fügt	no	0.9987130165100098	x
Lothar	no	0.963074803352356	x
hinzu	no	0.9919705390930176	x
,	no	0.9999933242797852	x
„	no	0.9998181462287903	x
daß	no	0.9064235091209412	indirect
die	no	0.787225067615509	indirect
dunkle	no	0.6824235916137695	indirect
psychische	no	0.5526066422462463	indirect
Macht	no	0.6289253830909729	indirect
,	no	0.7338676452636719	indirect
haben	no	0.6580919027328491	indirect
wir	no	0.6147466897964478	indirect
uns	no	0.5785470604896545	indirect
durch	no	0.5519920587539673	indirect
uns	no	0.5430448651313782	indirect
selbst	no	0.5027130246162415	indirect
ihr	no	0.5510055422782898	indirect
hingegeben	no	0.7180259823799133	indirect
,	no	0.7309577465057373	indirect
oft	no	0.6153431534767151	indirect
fremde	no	0.5249822735786438	indirect
Gestalten	no	0.544419527053833	indirect
,	no	0.6039762496948242	indirect
die	no	0.5691424608230591	indirect
die	no	0.5475051403045654	indirect
Außenwelt	no	0.5345137119293213	indirect
uns	no	0.5141300559043884	indirect
in	no	0.51065993309021	indirect
den	no	0.532997190952301	indirect
Weg	no	0.5719453692436218	indirect
wirft	no	0.6725218892097473	indirect
,	no	0.5030805468559265	indirect
in	no	0.5949565768241882	indirect
unser	no	0.687037467956543	indirect
Inneres	no	0.8070452809333801	indirect
hineinzieht	no	0.9659296274185181	indirect
,	no	0.8031030297279358	indirect
so	no	0.6980057954788208	indirect
,	no	0.7863382697105408	indirect
daß	no	0.6226354837417603	indirect
wir	no	0.5727057456970215	indirect
selbst	no	0.5220215320587158	indirect
nur	no	0.5458416938781738	indirect
den	no	0.6462857723236084	indirect
Geist	no	0.7717844247817993	indirect
entzünden	no	0.9405909776687622	indirect
,	no	0.9565754532814026	indirect
der	no	0.9996472597122192	indirect
,	no	0.8391866683959961	x
wie	no	0.9935663342475891	x
wir	no	0.9415426254272461	x
in	no	0.7604900002479553	x
wunderlicher	no	0.5594541430473328	x
Täuschung	no	0.8955839276313782	x
glauben	no	0.9971477389335632	x
,	no	0.9999918937683105	x
aus	no	0.7654343843460083	indirect
jener	no	0.540364682674408	indirect
Gestalt	no	0.7231990098953247	indirect
spricht	no	0.8552151918411255	indirect
.	no	0.9784164428710938	indirect
Es	yes	0.9812279343605042	x
ist	no	0.9945916533470154	x
das	no	0.9953539371490479	x
Phantom	no	0.9966776371002197	x
unseres	no	0.9967010617256165	x
eigenen	no	0.9966926574707031	x
Ichs	no	0.9967879056930542	x
,	no	0.9989468455314636	x
dessen	no	0.9958135485649109	x
innige	no	0.9963058233261108	x
Verwandtschaft	no	0.996822714805603	x
und	no	0.9972184896469116	x
dessen	no	0.9968462586402893	x
tiefe	no	0.9970868229866028	x
Einwirkung	no	0.9971998929977417	x
auf	no	0.9970548152923584	x
unser	no	0.9970245957374573	x
Gemüt	no	0.9972546696662903	x
uns	no	0.9970337152481079	x
in	no	0.9970434308052063	x
die	no	0.9971055388450623	x
Hölle	no	0.9970801472663879	x
wirft	no	0.9965329170227051	x
oder	no	0.9968926310539246	x
in	no	0.9965914487838745	x
den	no	0.9965489506721497	x
Himmel	no	0.9951797723770142	x
verzückt.	no	0.9600534439086914	x
“	no	0.9993870258331299	x
–	no	0.9997748732566833	x
Du	no	0.999584972858429	x
merkst	no	0.9996793270111084	x
,	no	0.9999784231185913	x
mein	no	0.9990355968475342	x
herzlieber	no	0.9667668342590332	x
Nathanael	no	0.9982625842094421	x
!	no	0.9999791383743286	x
daß	yes	0.6388036012649536	indirect
wir	no	0.9108818769454956	indirect
,	no	0.7246411442756653	indirect
ich	no	0.5176206231117249	indirect
und	no	0.6984360218048096	indirect
Bruder	no	0.7512812614440918	indirect
Lothar	no	0.9265364408493042	indirect
,	no	0.8988216519355774	indirect
uns	no	0.6201438903808594	indirect
recht	no	0.532300591468811	indirect
über	no	0.6300275325775146	indirect
die	no	0.7103177309036255	indirect
Materie	no	0.7346510887145996	indirect
von	no	0.7526799440383911	indirect
dunklen	no	0.7851369380950928	indirect
Mächten	no	0.8056705594062805	indirect
und	no	0.8308414220809937	indirect
Gewalten	no	0.8703088760375977	indirect
ausgesprochen	no	0.9146357178688049	indirect
haben	no	0.9961866736412048	indirect
,	no	0.544854998588562	indirect
die	no	0.7501817941665649	indirect
mir	no	0.8280547857284546	indirect
nun	no	0.9575873613357544	indirect
,	no	0.5504095554351807	indirect
nachdem	no	0.5656328797340393	indirect
ich	no	0.6307114362716675	indirect
nicht	no	0.65045565366745	indirect
ohne	no	0.6875393986701965	indirect
Mühe	no	0.6706580519676208	indirect
das	no	0.6923977136611938	indirect
Hauptsächlichste	no	0.7430815696716309	indirect
aufgeschrieben	no	0.8734447360038757	indirect
,	no	0.7032909393310547	indirect
ordentlich	no	0.5286518335342407	indirect
tiefsinnig	no	0.5393234491348267	indirect
vorkommt	no	0.5838054418563843	indirect
.	no	0.8861569166183472	indirect
Lothars	yes	0.9682488441467285	x
letzte	no	0.9853562712669373	x
Worte	no	0.9972335696220398	x
verstehe	no	0.9775204062461853	x
ich	no	0.999051034450531	x
nicht	no	0.9964349269866943	x
ganz	no	0.9870486855506897	x
,	no	0.999964714050293	x
ich	no	0.9994686245918274	x
ahne	no	0.9984737038612366	x
nur	no	0.9964488744735718	x
,	no	0.9999954700469971	x
was	no	0.7118005752563477	indirect
er	no	0.9334246516227722	indirect
meint	no	0.9996664524078369	indirect
,	no	0.7529423832893372	x
und	no	0.9787245392799377	x
doch	no	0.9824448227882385	x
ist	no	0.996364414691925	x
es	no	0.9995532631874084	x
mir	no	0.9997243285179138	x
,	no	0.9999792575836182	x
als	no	0.9442131519317627	x
sei	no	0.7432135939598083	x
alles	no	0.5888140201568604	x
sehr	no	0.5331627130508423	x
wahr	no	0.6150158047676086	x
.	no	0.9943960905075073	x
Ich	yes	0.7837313413619995	x
bitte	no	0.9981564879417419	x
Dich	no	0.9996606111526489	x
,	no	0.9999969005584717	x
schlage	no	0.8942516446113586	x
Dir	no	0.8798377513885498	x
den	no	0.8347253799438477	x
häßlichen	no	0.7674601674079895	x
Advokaten	no	0.7359300851821899	x
Coppelius	no	0.7445146441459656	x
und	no	0.704258382320404	x
den	no	0.6653286814689636	x
Wetterglasmann	no	0.6574603319168091	x
Giuseppe	no	0.6293559074401855	x
Coppola	no	0.6133944392204285	x
ganz	no	0.6168746948242188	x
aus	no	0.5923950672149658	x
dem	no	0.5669485926628113	x
Sinn	no	0.5105414390563965	x
.	no	0.9777201414108276	x
Sei	yes	0.7324761152267456	x
überzeugt	no	0.9983227849006653	x
,	no	0.9999973773956299	x
daß	no	0.5870966911315918	indirect
diese	no	0.8742895722389221	indirect
fremden	no	0.931769609451294	indirect
Gestalten	no	0.9575527310371399	indirect
nichts	no	0.9773165583610535	indirect
über	no	0.9878106117248535	indirect
Dich	no	0.9947968125343323	indirect
vermögen	no	0.9997060894966125	indirect
;	no	0.6520720720291138	x
nur	no	0.7829702496528625	x
der	no	0.7774679064750671	x
Glaube	no	0.9484279155731201	x
